fréquence	lemma	UD	
1	diaes.diêzamant		
1	#ier		
1	mañchard		
1	ankounac'h.ankounahaüz		
1	prenn.prenna		
1	(anezhi)		
1	ober.ober(ïans)		
1	pell.pellder		
1	tev.deoder		
1	plueg		
1	braz-se		
1	fankigell		
1	ziseh-ziseh-ziseh.sec'h		
1	az-peus		
1	varvegez		
1	koz-se		
1	POSS.hec'h		
1	blenier		
1	lorc'h.lorc'hus.-us,_-uz		
1	ruzaterez		
1	dispignerez		
1	Koufonerez		
1	(/-gwrïèrez,		
1	-gwrïadenn)		
1	labour(èrez)-douar		
1	kelenn_(V).-er,_-our.-ien,_-ion_(PL)		
1	jediñ.-oniezh		
1	evit.-où_(PL)		
1	lec'hioù		
1	loerezenn		
1	vragou		
1	sod.sotez		
1	varhegez		
1	alïes		
1	fall.falleganig.-ig		
1	hejañ.-et_(Adj)		
1	trouz.trouzillal.-al		
1	jediñ.jedoniezh		
1	lorc'h.-us_(Adj)		
1	despetuz		
1	amɑ̃		
1	del.-où_(PL)		
1	fonnus.-aat		
1	vann-drêzenn		
1	sortial		
1	ma'-kaout		
1	z-po		
1	a-bendraouill		
1	ouzh.pronom_incorporé-echo		
1	a-bez		
1	pignon		
1	A-houdevez		
1	nom_propre		
1	ouifen		
1	eont		
1	Lannion		
1	A-toue		
1	a-walh?		
1	am-oa-kaout		
1	arwez-dour		
1	keid-se.keid-se-se		
1	Menezhioù		
1	Are		
1	vakansoù		
1	adtaol.teuler		
1	ad-en		
1	-ya		
1	advezo		
1	lõnkɑ̃		
1	glésker		
1	béw		
1	Voujés-ke		
1	lésé-ket		
1	êzet.-et		
1	baour		
1	tresadenn		
1	berr-berr-alan		
1	alïez		
1	ankounac'h.-aus		
1	Rosmeur		
1	amparfal.fall		
1	En-anat		
1	diwezhat-DEM		
1	sil		
1	inewen		
1	ac'hanout		
1	ankounahaüz.-aus		
1	tïaocha-tïaocha.tïaocha.tïaocha		
1	klasket		
1	gazez		
1	mignaouadenn		
1	péjó		
1	tut		
1	alîes		
1	(Alies		
1	Aï)		
1	(aï)		
1	(alîes)		
1	N-onn		
1	aneañ		
1	tav		
1	avalou.		
1	haz-mañ		
1	picherou		
1	avelaj.-ach,_-aj		
1	Here		
1	vazata.vazata.-a		
1	bazhataet		
1	keuneud.-ioù_(PL)		
1	bopred		
1	bope		
1	~i		
1	kaoc'h.gac'ho		
1	choaz		
1	berr-alan-alan		
1	A-nevez-vet		
1	kestal		
1	Betegoût		
1	ha.ha.ha		
1	aes.pegen		
1	vijent		
1	ober.		
1	bervet.-et_(Adj)		
1	vervadenn		
1	vizaj		
1	ridet		
1	vleo		
1	lorc'h.-us		
1	daoniñ.-et_(Adj)		
1	votoù.-où_(PL)		
1	boutet		
1	voutaill		
1	trouz.-ilh.-al		
1	a-vraz		
1	a-zivrec'h		
1	peorien		
1	hoari		
1	Euzuz		
1	dour-dourc'hwez		
1	_],		
1	tier…		
1	behiou.-ad.-et_(Adj)		
1	kwelout		
1	bazh.bazhataet		
1	netra.tra		
1	/*anezhi		
1	Aymon		
1	klanv		
1	vif		
1	dilhad.noms_collectifs		
1	sellou.-où_(PL)		
1	mekanig		
1	skriva		
1	vez.vezont		
1	labourat.-erien		
1	dezañ.pronom_incorporé		
1	Merlued		
1	hant		
1	heh		
1	or-bezo-kaout		
1	Lomikêl		
1	chomez		
1	da-da-lavaras		
1	dam-eveldomp		
1	he-devoa		
1	damhér		
1	damliou.liv		
1	chalumo		
1	okupo		
1	damaig		
1	daonet.-et_(Adj)		
1	kromm.-añ_(V)		
1	lesanvet-lesanvet.anv.-iñ_(V)		
1	lesanvet-lesanvet.lesanvet		
1	mamm-gaer		
1	dour-c'hwezh		
1	marh-an-abil		
1	lesanvet-lesanvet.anv.lesanvet.-et_(Adj)		
1	gargerez-he-horv-ze		
1	digantañ		
1	levr.levrioù		
1	pewar		
1	eüruz		
1	Anduri		
1	neblec'h-neblec'h.lec'h		
1	Vassilievna		
1	eme-écho		
1	ingalet		
1	nevez-hanet		
1	meurzh		
1	avel.-aj		
1	here		
1	hanter-hantér-kant		
1	difetañ.-et_(Adj)		
1	sot.-ez_(nom_féminin)		
1	brevet		
1	ganin-me		
1	glac'har.glac'haret		
1	mogerioù)		
1	bouzar.bouzaret		
1	Difoeltra-Difoeltra.foeltr.-añ_(V)		
1	dour-DEM		
1	disoursi		
1	skingas		
1	G-in		
1	garin		
1	Dishenvel		
1	ilizou		
1	drouklaouen-drouklaouen.laouen		
1	eur:		
1	ouspennig.-ig		
1	vla		
1	pesé		
1	dañs		
1	faout.-et_(Adj)		
1	ho-taou.		
1	gaier		
1	glac'har.-iñ		
1	gouzout.ouzout		
1	peg		
1	foétét		
1	Ingal		
1	klenket		
1	beleh		
1	kaout.nœs		
1	penõz		
1	Lared		
1	amser)		
1	haillon-ze-DEM		
1	du-mañ'		
1	petramant		
1	pronom_inanimé		
1	Ro		
1	emp		
1	Jojo		
1	peurleun-leun		
1	beurhraio		
1	leviet		
1	plaset.-et_(Adj)		
1	plê		
1	boulboazet		
1	Difoeltra		
1	viz		
1	art.eur.eur.-enn		
1	poull-ze-DEM		
1	prenna		
1	gallout.heller		
1	Poaniañ		
1	adtaol-adtaol.teurel		
1	kozh.goz.goz		
1	fallad		
1	bouzard.bouzaret		
1	Skornañ		
1	buheziou		
1	Noz		
1	Sell-hañ		
1	[toud		
1	_.		
1	fonta		
1	ardevel		
1	skillou		
1	fouet-e-voutik		
1	Komzet		
1	puilh		
1	Solzenitsyn		
1	lez-mañ.		
1	(An)		
1	adkomañset-adkomañset-adkomañset.komañs		
1	saovaj		
1	Rosmeur.		
1	lorc'h.lorc'hus.-us_(Adj)		
1	Heuc’h		
1	dirusket-dirusket-dirusket.dirusket.-et_(Adj)		
1	gward.-ed_(PL)		
1	Margot		
1	emezon-me		
1	deviñ.-adur		
1	gwin-DEM		
1	na-na		
1	veskennad.veskennad.veskennad.-ad		
1	zantoud		
1	-ig.-ig		
1	Seblantout		
1	sehañ		
1	kroaz-hualet-kroaz-hualet-hualañ.-et_(Adj)		
1	m-bije		
1	em-bije-kaout		
1	koustañ		
1	dommoh		
1	zavo		
1	jitour		
1	ɑ̃õ		
1	zizun-mañ-DEM		
1	loened!		
1	diouskouarn		
1	soub-se-DEM		
1	Digand		
1	zoursian		
1	oc'h-hu		
1	enne		
1	divezvi-divezvi-divezvi.divezvi.mezv.-iñ_(V)		
1	avel-suilhañ		
1	tisko		
1	feulz		
1	lesanvet-lesanvet.anv.lesanvet		
1	gwriat.gwri		
1	frikañ.-et_(Adj)		
1	tomm.tommoc'h		
1	kreñvan		
1	er-maes		
1	skeiñ.skoan		
1	penn-DEM		
1	horzh		
1	Kousted		
1	padout.-et_(Adj)		
1	intereset.-et_(Adj)		
1	buan.buannañ.buannañ		
1	dakenn		
1	dammou.-où_(PL)		
1	tïaocha-tïaocha.aod.-añ_(V)		
1	breur-kaer		
1	emezi		
1	abuz-tan		
1	hrampouez		
1	tano-ze-DEM		
1	maen,_mein		
1	adtaol-adtaol.adtaol		
1	tanvaet		
1	vekaniker.vekaniker.vekaniker		
1	dennet		
1	art.an.an.an.an.an.an.an		
1	deodegez		
1	vil-ze		
1	fontañ		
1	tezennou.-où_(PL)		
1	art.-ed_(PL)-al		
1	m'.m'		
1	nemet.-ioù_(PL)		
1	toull.-ad.-où		
1	vekaniker.-er		
1	kalamarc'hat		
1	keneud.-eta		
1	Tristaet-tout		
1	gwad-&-gwad-ha-labez		
1	aminañ		
1	lienou		
1	tremenet.-et_(Adj)		
1	#idigezh		
1	lez-mañ		
1	trouzillal.-ilh.-al		
1	drue		
1	ma-unanig-penn		
1	diouig		
1	o-unanou.		
1	forban		
1	e-neus.e-neus		
1	Van		
1	on-oa		
1	en-deus.en-deus		
1	-et_(adj.)		
1	gweloud		
1	Anna.		
1	gwasa		
1	gemeras		
1	a-walc’h		
1	Ger		
1	garrigell		
1	Dalc'het		
1	gedon.		
1	war-war		
1	veteg		
1	kanaillez.		
1	kôc'ha		
1	vansoniaj		
1	restachou		
1	cardinaux.daouzegad		
1	werennad		
1	beajiñ.-ourien		
1	koulz.koulzad		
1	paka		
1	leurennad		
1	matelaouioù.		
1	gwashat		
1	Sammet		
1	hleñved		
1	oberidigez		
1	werz		
1	kemer.kemeridigezh		
1	binvidien		
1	rividik		
1	troad.droadikell		
1	privadurez		
1	berr.berregez		
1	Doue.ennout		
1	skrid.-où_(PL)		
1	prederiañ.prederiet		
1	derc'hel.-et_(Adj)		
1	prederiet		
1	art.ar.-ed_(PL)		
1	restachou.-achou		
1	ker.geraouez.geraouez.geraouez		
1	ejen.-ed_(PL)		
1	velein		
1	gwin.gwiniennou		
1	hir.med		
1	berr.ha		
1	n-om		
1	reünissañ		
1	mêr		
1	fournisset		
1	lokal		
1	skuizh.-entez		
1	f		
1	c'hwerv.c'houervoni.c'houervoni		
1	c'hwerv.c'houevderiou.c'houevderiou.-où_(PL)		
1	du.duoñn		
1	laerañ.laeronsi		
1	hanter.-our.hanterouriezh-hanterouriezh		
1	aer.êriuz		
1	pobl.poblus		
1	c'hêrioù,		
1	diboblus		
1	maezioù.		
1	edus		
1	frouezh.frouezus		
1	gwinus		
1	avel.avelus		
1	dour.dourus		
1	rev.rewus		
1	luc'hed.luc'hedus		
1	kleñvedus		
1	-en_(V.)		
1	mintin.mintinvezh-se-DEM		
1	anezho).		
1	anezhañ.pronom_incorporé		
1	c'harrdi		
1	displego		
1	dont.-et_(Adj).deuet		
1	keñver		
1	Güell		
1	dèn		
1	nezâ		
1	Pronom_réfléchi		
1	a-is		
1	din(-me)		
1	a-a		
1	is.		
1	skrid.-où		
1	Espress		
1	$$$.-oc'h		
1	(er		
1	bloavezh-mañ)		
1	fardo		
1	$$$e		
1	kaver		
1	tomm-kenañ		
1	kelenn.-adurezh		
1	burzhudus		
1	gerze		
1	hanternoz-hanternoz.noz		
1	echuemp		
1	porc'hell		
1	Michel		
1	gouarnet		
1	adarmeaded		
1	(a)darre		
1	alemañ		
1	êriuz.-us,_-ius		
1	aral		
1	Bicha		
1	bula		
1	bicha		
1	bala		
1	ingala		
1	pezh.diaoul		
1	er.art		
1	anavezez		
1	didorr		
1	Lennet		
1	Republik		
1	discaret		
1	trebuchet		
1	hez		
1	edeficc		
1	orgueil		
1	humilité		
1	pe-anv-pe-anv-pe-anv		
1	hanoff		
1	saluer		
1	aotramant		
1	pluñv		
1	Ti		
1	ben		
1	startijenn.pronom_incorporé		
1	glorius		
1	béa		
1	c'histin		
1	pju		
1	gãnt		
1	banic.banic		
1	oberoù		
1	bazhadoù.-ad.-où_(PL)		
1	zigratenna-zigratenna-zigratenna.zigratenna.zigratenna-zigratenna		
1	-ad		
1	veleien		
1	laerañ.-onsi		
1	atô		
1	beskornañ.kornañ		
1	bilhedoù		
1	veui		
1	birviken		
1	(Biskoaz)		
1	(biskoaz)		
1	etrezomp		
1	pizaj		
1	vlejal		
1	boutou.-où		
1	voutou		
1	vourre		
1	vrallañ:		
1	atantoù		
1	estancias		
1	bras-ec'hon		
1	bremaïk		
1	privadurez.-adurezh		
1	berr.-egezh		
1	ejened		
1	c'hoarier.-er		
1	c'houervoni.c'houervoni.-oni		
1	c'houevderiou.-der,_-ter.-où_(PL)		
1	hwito		
1	Moa		
1	je		
1	vais		
1	kousked		
1	Gallan		
1	nhw		
1	ddod		
1	touch		
1	efo		
1	yn		
1	yr		
1	Employment		
1	Office		
1	trempet		
1	dans		
1	chokolad		
1	non		
1	hèdi		
1	vite		
1	ja'		
1	passar		
1	devant		
1	Que'		
1	vas		
1	véde'		
1	volem		
1	vedé-la		
1	sklɛʁ		
1	touchaén.-et_(Adj)		
1	zistag-zistag.stagañ		
1	darnij		
1	ohero		
1	guoge		
1	O-hero		
1	guog		
1	Ne(d)		
1	dipituz		
1	lennet		
1	anv-verb		
1	anvioù-kadarn		
1	renadenn		
1	n'.n'-kaout		
1	pellaat		
1	drailhañ.-et_(Adj)		
1	buan.-oc'h		
1	Lesneven		
1	d'.pronom_incorporé		
1	Delwennoù		
1	sant.pluriel_interne		
1	du.-et_(V)		
1	pozhañ		
1	damalaouriñ		
1	damanavout		
1	damblegañ		
1	damgoll		
1	damc'houllo		
1	damdouss		
1	damguzh		
1	dambaouez		
1	damc'houloù		
1	zaoust		
1	nijal.darnij		
1	dastumer.-er		
1	limonade		
1	zibri		
1	tebri		
1	deiz-ha-bloaz-&-bloaz		
1	deliou.-où		
1	dero		
1	Hoñzh		
1	zeske		
1	Gwas		
1	diwas,		
1	estren.-ez		
1	divotoù		
1	tilasa.las.-añ_(V)		
1	tiglochedi		
1	tinozelenna		
1	chupenn		
1	dihori		
1	c’hell		
1	tammouigou		
1	fobl		
1	diavaez		
1	indan		
1	bilpouzed!		
1	diouc'h		
1	nijal.darnij-darnij		
1	dioute		
1	furmiñ		
1	5_kanod		
1	keflusker		
1	dirazo.pronom_incorporé		
1	dirollañ		
1	skudellad.-ad		
1	diwar-goust		
1	lec'h-anv		
1	yaouank.yaouankizoù.yaouankizoù.-où_(PL)		
1	Kolombia		
1	kalet.-iñ		
1	zeuio		
1	kaozeet		
1	zornañ		
1	liv.-ioù		
1	disheñvel-disheñvel-disheñvel.heñvel		
1	enoriñ.-et_(Adj)		
1	dreistoll		
1	droug-ifornañ,		
1	korn.-ek_(Adj)		
1	taouarn.dorn		
1	zaoulagad.lagad		
1	diskouarnioù.skouarn		
1	nb-∅		
1	tᴈ-wy		
1	(ma		
1	korn.-iañ		
1	ebaz		
1	e-giz-mañ.ads		
1	troad.DIM		
1	Gouelet		
1	c'hreier		
1	dilhad-DEM		
1	Hélène		
1	Jestin		
1	pell.-oc'h		
1	aer.-us,_-ius		
1	E-tal		
1	Nior		
1	labhair		
1	sé		
1	focal		
1	bith		
1	pell.pellaad-pellaad		
1	ed-du-du		
1	ober.-où_(PL)		
1	Kentoc'h		
1	freilh		
1	leur		
1	kondaonet		
1	(v)o		
1	hɥitʁik		
1	ɔ̃		
1	emedo		
1	Un'		
1	evedos		
1	emañ-hi-écho		
1	neui		
1	'.'
1	rekor'
1	35000
1	graf
1	Livirit
1	trugarecan
1	es-kroug-krougañ
1	es-pign
11	Monet
2	art.an-mouezh
5	taolioù-mouezh
4	Malgeneg'
3	despet
1	liv.-ioù_(PL)
1	disheñvel-disheñvel.heñvel
1	enor.-et_(Adj)
2	gavo
3	jom
3	glô
1	enoret.-et_(Adj)
1	enor
1	Gros
6	Chine
3	diwezha
3	Mall
2	Bloaz
4	gwall-
1	eostiñ.-iñ_(V)
1	édo
1	akétaou
3	eston
13	g
3	skouer
1	digompren-digompren-digompren.kompren
1	estrenez.-ez
1	darempredoù
16	memestra
1	Divskouarn
9	Anmañ
5	c'hourrier
1	heur
1	eur,
3	mintin.-vezh
2	Rannoù
6	Kavet
2	diskuizh-diskuizh-diskuizh.skuizh
2	ray.
1	c'hoari.-er
1	ev
3	rozenn
8	gaera
4	ouezfe
2	boked
28	vit
3	fesen
1	lavarout-leveres-te
1	Vretoned
1	evito.pronom_incorporé
1	diwar-lerh-diwar-lerh.diwar-lerh-diwar-lerh.diwar-lerh.diwar-lerh
1	kaled
3	Marsel
3	Montroulez
8	oun
1	goulenn-se
5	evn
4	c'hrougous
4	goulm
4	du.-on
1	ef
1	enff
1	lauaret
1	èn
1	estrainch
1	bligeadur
1	pasaat
1	teurheugnad
1	kentoh
2	amoric
2	iolivic
1	vrrip
2	rut
4	liñsen
2	Lod-all
1	koz-lammat-koz-lammat-lammat
1	paradaouf
2	Didedoup
1	Morlaix
4	’
1	stoup
2	Dibedon
1	kraon
3	laeronsi
5	savanenn
5	Afrika
3	pfi-écho
5	gwiaderien
3	Tennet
2	numéraux_cardinaux
1	vil
2	skouerenn
1	kof.-ad
1	c'hoarvezet
3	eus'
3	Kanet
1	kornia
1	eom
2	m-eus-kaout
1	repos
3	kaouenn
1	gouzañv.-et_(Adj)
2	anezhan
1	Kezeg
1	fordellad
1	outo!
1	kanañ.-et_(Adj)
1	neusont
4	degas.-et_(Adj)
1	noint
1	Garm
1	fav
1	onn.onenn
1	feskennoù.-où_(PL)
12	krouadur
4	ruzell
1	Fillorez
1	Gwesklen
2	baïzant
2	foeltr-tra
1	vev
2	Pronom_réciproque
1	vihe
1	gallet
1	nahoñ
3	e-mesk
1	mesk
1	Teir.Singulatif
2	reunenn
2	gemerout
1	pep~hini
1	hâ/hy
1	an-an.barzh
3	diabarzh
2	klañ
2	ouezo
1	duel.divesker
1	tu-tu-gin
2	tu-mat
3	hiziou
1	glow
3	gameréit
3	sauter.IMP
3	pissine
7	glepet
1	éc'h
1	godelloù.-où_(PL)
3	goullo
2	#iñ
5	Goudeze
5	mestr.-ez_(F)
6	A-wichoù
4	ner
5	gellet
3	Kriz
3	ouelje
1	godell.-où_(PL)
10	gour
3	gourbleget
2	deskadurezh
1	gouezet
1	wallblanedenn
1	gwalldaolioù
1	I.R.A
1	Kontet
1	gwalldroioù.-où_(PL)
4	gaer
1	kwalldapo.tapout
2	zoare
7	Chomet
1	wallamzer
2	eost.-iñ_(V)
1	gwasad
2	Edont
1	gwazed.-ed_(PL)
2	vell
1	cardinaux.-ad
1	gwiniennou.-iennoù
1	gwiniz
3	peragoù
3	penaozioù
7	bizaoù
5	Sko
62	r
6	barbecue
2	zi
3	De'
10	et
6	anmañ
2	Labour'
48	t
3	laerañ.-ien
3	belo.-ioù_(PL)
2	fooball
2	abdaez
2	hanon
2	R
3	talioù
6	reiñ.-et_(Adj)
3	maligorn'
3	d.
1	Allemagne
2	komañs.-et_(Adj)
5	8e
1	lidañ.-et_(Adj)
2	zhun
1	djwele'
5	meo
3	Rhum
10	sukr
3	korz
11	vehe
3	ar'
5	boeson
3	Vez
24	Den
6	faotan
5	bleniañ
5	sames.
4	Faotfe
9	Chiou
3	galvet
7	nin
4	arme.
5	anin
3	Boued
1	zo.-et_(Adj)
1	debet
1	salud
1	ar-lerc'h
3	laret
4	anin)
2	sinatur
2	(-doñ,
2	anin).
22	Benn
5	vez.-et_(Adj)
7	azen
12	gober
5	mallestoupen
2	Farsusoc'h
1	fest.<<<
20	Goût
1	mod/giz
4	toulloù
8	kavet
6	c'hazh
3	Djwelet
3	asames
13	gav
7	lavarout-écho
1	diaouled
1	dom-ni.<<
9	beo
5	diwetoc'h
1	doñ
5	diwezhat.-oc'h
6	Soñj
1	emañ.-et_(Adj)
4	espress
1	bedoù
1	ganin.
1	Espec'h
2	goarnamant
3	nebeutoc'h
2	(zikourioù)
2	(d'
3	geier
7	Ka
1	kred
1	'.pronom_incorporé
7	brom
4	COP-pfi
7	c'hoenn
2	//)
5	pegur
4	bihan.-oc'h.pronom_incorporé
1	widin
6	Gall
1	enefe
12	espern
2	c'houneze
3	Ie
2	nebeut.nebeutañ).nebeutañ)
2	espec'h
2	Distrujet
1	tresañ.-adenn.-où_(PL)
4	stal
1	lew
3	(ur)
2	e-barzh-e-barzh.art
1	hanterouriezh.-our.hanterouriezh-hanterouriezh
2	hir.-oc'h
1	mui.-oc'h
1	Hast
2	nezhoñ
1	'.-iñ
1	hediñ
2	wazh
1	Hepdale
1	reun.-enn
2	Herwe
2	Kola
3	Ouzh
1	#ikell
1	liv.-ioù_(PL).heñvel
1	disheñvel,
5	heveleb
3	ma(ñ)
4	deoz
2	oet
2	gaor
2	ga
1	blei(z).
2	Bannalec/Skaer
3	pluñv-DEM
5	warnañ
3	reiñ.pronom_incorporé
1	da.-où_(PL)
1	hegon
1	peuzholl
5	kosaomp
4	ped
1	sac'h-se
1	gwazed-où
1	merc'h-ed-où
1	kozh.goza.-aat
2	ivern
3	Ilgostea
6	kolo
8	tammig
1	ildrec'h
1	Koshaat
3	nevez-
6	Lazhañ
8	pemoc'h
1	C'hoand
1	marc'h-mañ
1	deodyezh-mañ-
1	deodyezh
1	dez-mañ
3	('
1	n)
1	dez
2	Hen-a-hen
2	ann
1	hèn-më-hèn
1	leh-mañ-leh-DEM-leh-mañ-leh
1	kavet.
1	Sema-sema
1	na-rata
1	rija'
1	ni-tarima-na
1	k_w_a-hi-mi
1	u-k_h_ana
1	yɛi-wan-yɛi-wan
1	i-yi-re-i-yi
1	ju'
1	a-ju'
1	to
1	na-ria
1	kampu
1	bagia
1	nu
1	Da'
3	koñchennou
3	sebezus
1	lakae
1	strafuilha
8	spont
1	mirout.-et(Adj)
3	#ioù_(PL)
1	ribot
12	Goulenn
2	punisañ
1	cau
1	hèr
1	caudà'
1	credi
1	qu
1	hossa
1	Nog
1	jag
1	(*inte
2	han
1	vill
2	ie
3	wa
1	vis
1	duɛjz
2	pfi.pronom_incorporé
2	dezhi,
2	ivez.
1	klewet
2	Dia
1	ioik.-ig
2	c'hleñved-se
2	dezan
1	kalzig.-ig
2	veajourien
1	koulz.koulzad-koulzad
2	Kramm
1	Kammed
1	kenstag
1	kanañ.-añ_(V)
2	Tu
1	gaoc'hezeka-kezeg.-a
1	gaoter
4	pesk
2	bezo
4	paket
1	kaoter
1	2cv
1	gozh-se
1	BMW
1	a-hend-all
2	gontell-mañ
1	Be'
1	Perzhioù
1	gwan.-oc'h
1	mamp
1	leur-ti
1	siman
2	banne.banic
2	gloc'horennoù.-ennoù
3	madigoù
1	mɔ̃
1	kapt
1	mejn
1	vijen
5	Rak
5	rag
2	Verbes_qui_se_prennent_eux-mêmes_comme_auxiliaires
4	kerc'h
3	Gallout
3	c'hant
4	gein
1	harter
2	gwel
2	Kristiane
7	Mi
1	kass
1	goûd
7	werza
2	Guelet
1	likin
7	kuizin
2	larae
1	tigeina-tigeina.tigeina.-añ_(V)
3	stouiñ.-et_(Adj)
5	keid-all
3	tigeina-tigeina.kein.-añ_(V)
2	gelaouenn
10	Meur
1	kement-all.all
1	direunet-direunet.reun.-et_(Adj)
2	interamant
2	gemen
1	interesset
1	reun.singulatif
6	kempenn
6	c'hoarioù
5	lodenn
1	bras.vrasañ.vrasañ
3	goap
2	-achou
7	wh
2	e-giz-se-e-giz-se-se
2	dra-se-DEM
20	Ken
1	maken
1	bamet
3	sellet
1	outi.
1	jour_de_la_semaine
1	lojañ
1	antreal.-al_(V)
1	Rosenn
1	quentel
1	d-oae
1	geraouez.geraouez.geraouez.geraouez.geraouez
2	peuzkerkent
5	kador
2	Silvestrig
6	kiriek
2	glaskan
1	goadeg.goadeg.goadeg
1	rozenn.-enn
1	c'hoaven
3	war-gorre
4	daspugn.-et_(Adj)
3	loa-bod
3	toullgov
5	zaout
22	komañs
1	koduiñ
1	kotät
2	c'hwitaat
1	yan
1	gontañ
1	kountañ
3	Breman
1	(Camion).
2	c'houi
2	arok
2	goud
2	Poste
2	fi
2	camion
12	ou
2	hin
3	Breinañ
3	boutot
1	gontel
1	horvad.-ad
1	kornia.-iañ
1	tud-zud-kozh
7	poz
1	hoz
1	vugale-ze
1	koz-lammat-lammat
1	gresk
1	bop
1	kresk
3	roeñv
3	bounner
1	feskennoù
1	c'houadur
4	Krugell
3	gavr-iniz
4	run
2	bleiz
1	Vi'
1	#entez
5	Beb
1	kustume
1	Efed
1	founnusoc’h.-oc'h
2	zerpanted-se
1	droidellad
3	Boaz
2	erru
6	Heñv
1	hiņt
1	Anout-te
3	gweled
9	kleñved
2	Doué
1	da/ra
1	meulet
1	?)
1	gouelioù…
1	salver
1	skudellad
3	Mes
1	vankje
2	otro-person
4	kin
5	(a)
2	Kompen
1	gwaskañ.-et_(Adj)
1	hini-yaouank
1	Skrigneg
3	ga'
2	blei(z)
1	favoriset
1	lar'
2	flaer
2	Elena
1	Arc'hant
3	zo,
1	mennozh.-ioù_(PL)
1	Ed
1	(K>G)
1	P/e.art.-er_(PL)
1	c'hreier,
1	dastumerien
1	nezerez.-erez
1	betrol
8	rezin
7	vi
6	mesklañ
1	ʔám
1	gbɛ́
1	sàɗì
1	hã́
1	kóò
1	kɔ́m
1	ɲɔ́ŋ
1	ná
1	fènn
1	dig-em
1	siton
1	laeret.-et_(Adj)
1	lamped
4	marw
1	tilasa-tilasa-tilasa.tilasa.-añ_(V)
1	votou-lêr
1	grevo
1	giz/'
4	Derc'hel
2	rafen
3	stur
5	karreg
1	tu-gin
2	neweż
1	penmoc'h
1	Léon
1	1709
1	IN
1	Dall
1	prajoù
2	okupiñ
1	okupet
1	oute
2	Soulet
3	eul
1	souchañ
2	filip
6	Skrivet
1	COP.-et_(Adj)
1	labour-ze
8	dihan
1	huchal
4	zebriñ
1	Ia
2	ér
1	mez
1	dazloc’her
1	K-em
1	gezegd
1	gehad
13	P'
2	edon
1	Gwened
1	gredan
1	a_ʁ_
1	vygale
1	kʁãpus
1	ejn_t_
1	ɛʁ
1	gegin]
1	hanternoz
4	teue
2	Bod
1	rein.pronom_incorporé
2	roas
1	porzhier
3	din,
1	barr.-où_(PL).-iñ
10	amezeg
2	Komz
2	diuntuek
1	toupard
1	baotrig
1	bréma
1	COP.oud
1	e-giz-mañ-e-giz-mañ.e-giz-mañ
1	gwaskañ
4	Mè
1	zèll
2	gê
2	poñnt
1	øʁt
1	pot
2	Rei
8	Tost
2	Poseve
3	silzig
5	salv
3	blad
1	beg.-ad
1	jav.-ig
1	barr.-aou-.-iñ
2	c'hein
4	Trapit
1	kartenn-kartenn-mañ-kartenn-kartenn
2	n’eus
1	pe-anv
1	Brao
1	kruel
1	pell-sovaj
1	Rip
1	degemeret
1	mettre
1	table
1	c'harr-nij
1	Pegeit
1	Wipavaz
2	#amant
3	pazenn
1	daouzegad.-ad
2	brallañ
1	Brallañ
1	brimballañ
1	tridal
1	Bimbaoñ
1	bimbalaoñ
1	zeizh
5	eur.
1	dougañ.-et_(Adj)-bgcolor=-80D0FF
2	douget
1	gwalarn,
2	general
1	salut
2	rent
1	Gester
2	(der
2	Mario)
1	hòt
1	kaft
1	puach
1	mab-mab-me
2	pfi-int-i
1	-int
1	labous.-ed_(PL)
2	dispar-dispar.par
1	Kathleen
1	eman-hi
1	emañ-ket
2	rimodell
1	COP-eo-hi
2	marhat
1	leveres-te
1	ober-res-te
1	qemeñ-ze
3	bʁas
4	Bale
2	ober-echo
2	war-tu
6	termen
1	gant.
1	pôtr-se
1	pegeit
1	Ik
1	weet
1	niet
1	wie
1	of
1	Jan
1	gezien
1	heeft
1	Daa
1	sá
1	éesh
1	aawaxáa
2	C'hoarzhet
12	maread
1	léstr
1	enn
1	levrig.DIM
1	leñva
1	Màd
1	lôar
1	Superlatif
1	dioute.
4	lopaat
1	dor.nor
2	Emeur
1	E-kichen
2	amezeg.-ien
5	emañ.IMP
3	Laerichoù
6	Laeret
1	anezha
2	Devet
1	ti-mañ.
11	c'hoariet
2	echedoù
11	renket
4	nentra
1	implijout.-et_(Adj)
1	dispariset
7	c'houde
6	merenn
11	nn
4	foutball
1	vont/c'hoari.
4	Adarre
1	ker.-aat
4	foucher
5	fakteur
12	mintin
5	melfed
6	paset
8	meho
3	rhum
1	du
3	sucre
1	canne		
1	vever		
1	esambles		
1	c'hoariomp		
1	c'hoarian		
1	jochonou.-où_(PL)		
1	telefoniñ.-et_(Adj)		
1	klask.klasket-klasket		
1	vugale-se		
1	Domaj		
1	Mélanie		
1	diaoul.-où_(PL)		
1	Nijal.-al_(V)		
1	(,		
1	alies).		
1	(Alies,)		
1	sabat		
1	o-o.-où		
1	c'hoari.-où		
1	(buan)		
1	erruen		
1	dan		
1	Délik		
1	Julien		
1	c'harit		
1	gavit		
1	takadoù		
1	le'		
1	c'hi-dour		
1	deuet.		
1	pobl.-us		
1	#us		
1	manniel		
1	varteze(où)		
1	mennig		
1	verklenn		
1	mesklet		
1	kristen		
1	#adurezh		
1	mab-écho		
1	kaoc'h-kezeg.-a		
1	hir.hirig.hirig		
1	berr.berrig.berrig		
1	a-ziavaez		
1	du-du-mouar		
1	art.an-an		
