fréquence	lemma	UD	
2	tañvañ
1	difoeltra
2	dour-ze
4	tanfoeltr
1	ferhier-houarn-houarn
11	forz
2	awal-se
5	kordenn
12	o-devoa-kaout
2	ne.na
1	diroudet
3	degemer.degemeret.-et_(Adj)
3	darngofad-darngofad.kof.-ad
10	Gwelloc'h
2	gedon
1	haloupad
5	leiz
2	gantañ.pronom_incorporé
2	kromm.-et_(Adj)
4	Krigi
1	Geneviève
1	harmad
1	harme
3	Penoz
9	ganet
3	vraz
3	pud
6	Bilzig
1	gir
4	rannas
1	kir
4	gwarded
5	c'heunioù
1	glac'haret
3	balan
3	glaz
21	deviñ
3	c'hlas
1	glebiet
1	loskat
2	vrumenn-ze
1	glebiañ
1	sec'h.-iñ
3	dirusket-dirusket-dirusket.rusk.-et_(Adj)
4	c'hlin
1	gloaneier.-eier
3	ober.-ians
1	horrekaëz.-aat
2	heg
2	lavared
1	Larjé
1	goudé
1	troukkomz-troukkomz-troukkomz.komz
2	hizier
1	dister.disterra.disterra
1	c'houlent
4	ahanon
2	goulennet
1	kelenn_(V).-er,_-our
1	kreiz.kreizig-kreiz-kreiz
2	bountañ
1	#añ
1	born
6	dall
3	wasan
1	grenardenn
1	hizio
3	DEM-&-DEM
2	labourerien-douar
1	quantifieur_flottant
2	paour-pe-baouroh
9	marh
2	Karantez
1	well
1	gwerz
6	gwetur
3	jogañ.-et_(Adj)
3	marichal
1	gwrïad
3	daoulammet-daoulammet.lammat.-et_(Adj)
1	n'-kaout
1	o-devez
1	êllɑ̃-ke
1	laad
1	ẽ
8	gleb
1	zev
2	Patatez
14	toull.-où_(PL)
1	glevom
1	lipat.-et_(Adj)
17	loa
7	paour-kaezh
1	heligentañ.ordinal
1	#ien
2	henañ.henañ.henañ
13	roue
6	c'hoad
3	guz
1	-er
9	boan
1	feson.fesonet-fall.-et_(Adj)
2	reoù
2	vrein
6	brein
1	(4)b
2	vs
2	ampart.fall
1	hir-amzer
1	Meurz-al-lard
3	holl_1_
1	loened-ti-ti
32	oll
1	keid-se.keid-se.keid-se-se
1	kig-DEM
2	toudd
2	dut
7	re-mañ
6	CP
1	hopet
33	war.pronom_incorporé
10	raktal
1	hopes
2	velse
2	hualet
2	a-groaz
2	Hon
1	Hunvre
1	fiñval-ket
9	a-gostez
6	imor
15	naon
2	livañ
3	lano
2	hen-ha-hen,
6	barrez
5	tad-kozh
2	Bederneg
3	zizoura
2	gwelfet
4	sod
5	Paris
2	Mari-ze
1	az-pije.az-pije
1	palvata
2	vrao
26	tost
1	e-nije.e-nije-kaout
1	abil.-itaj
1	En-,_end-,_e-,_er-,_ez-
4	jamez
1	Arozet
6	jardin
1	jãndarmed.-ed_(PL)
2	a-nevez-vet
1	meurz
2	kroaz
1	Hola
1	etrezoh
2	(kaer)
3	kozh.goshaat.-aat
1	paour-kêz
5	kêz
1	gêz
2	zarneiñ-zarneiñ.neuial
1	C'hoarzin
1	digalon
1	halon
4	noaz
1	digoret
1	berniañ
8	mont.IMP
1	Kerbiriou
1	fankigell.-igell
1	ziseh-ziseh-ziseh.sec'hiñ
7	Homañ
10	anezhe
1	berr-alan-berr-alan-alan
8	draoù
3	re-man
1	Ne]
1	nijé-ked.nijé-ked-ket
1	tahh
3	Kaoziou
2	kaoziou
1	gaozea
15	diouzh.pronom_incorporé
1	bien]
4	karnel
4	gêr-mañ
1	loen-loen-kezeg
29	toull
3	c'hegin
1	flistrañ
4	ac'hann
1	kelou
1	pell.-der
3	barrouzh
1	daou-hement-daou-hement
4	Biskoaz
2	kemend-all
1	-eiñ
4	boz
1	dispurlu
1	P/e-Traoñ
12	prad
2	fatika
1	diaoul.-at_(V)
1	-enn
2	en.art
3	seder
5	gentel
1	gerc'had
3	#our
3	flasoù
3	Neb
10	Auxiliaire_gouzout
1	kinniget
1	a-a-gleiz
8	da-gaout
1	hoazez
1	goef
12	troad
1	goeñvin
2	gomz
20	kontant
3	Peb
1	normalamant
4	gordenn
1	tier.
2	anezañ.anezañ.pronom_incorporé
1	gozh-kozh
1	karrigell
3	oto
1	diskloz-diskloz.diskloz
1	(/
1	goz-amzer)
3	hoad
3	pin
7	Lavared
1	krak-vezo
1	crac
1	hag_eñ
1	krennañ.-et_(Adj)
5	ket.-et_(Adj)
1	grïal
8	vi,_u
2	diluzia-diluzia.luziañ
2	lasou-mañ:
1	kroaz-hualet-hualañ,_hualiñ.-et_(Adj)
5	maout
25	veze
1	/-hualañ
1	hualañ
1	hrohenn
1	Tour
1	krommlinenn
2	dremmwel
5	kustum
16	pronom_incorporé
2	trein
1	dioutañ
7	bemp
1	am-bije
1	erbedet
1	gwenneien
1	am-boa.am-boa-kaout
1	zevel
1	am-boa
2	gwerzet
1	Werc'hez
1	meuliñ
2	ganeoc'h
1	degemer.-et_(Adj)
2	(ar)
4	kambr
1	Arri
1	volotenn
2	hent-se
3	brasoc'h
1	e-traoñ
7	savet
1	(B>V)
2	art.un-sikour
2	taol-sikour
2	c'holkoz
1	davañjer
3	lous
2	fatatez
4	lêz-kezeg
4	lêz-saout
2	noz-mañ
1	gloér
2	lakee
18	ed
1	barriou-avel
2	eur-DEM-art-eur
4	-ed
3	Laa
1	Joseph
2	dimĩ
1	zislavaran-zislavaran.zislavaran
9	Pfi
2	lizher.-où_(PL)
1	am-bije-me.am-bije-me-kaout.am-bije-me-echo
2	ganit-te
1	kouezfe
1	dezañ.
2	refont:
2	sec'hfont
3	tiez
3	diskaret
2	an-nevo-kaout
5	goan
2	bèrn
1	nê
3	diskuizet
1	jañdarm.-ed_(PL)
1	Gastell-(Paol)
2	nesañ
1	&.-ians
1	ober(ïans)
5	lerc'h.
1	-at_(V.)
3	mouget
2	tremenet
1	sac'had.-ad
2	dispignfez
1	Pôl
3	Ian
1	evitan
3	El
1	loar-DEM
1	ne.ne
2	hlao
1	Vêll
6	(e)
1	gozé
2	Mẽ
2	mœdœsin
1	labour-zé
2	t'
1	nê.
1	nœs
1	tĩ
2	Jobéĝ
1	võnn
1	dimĩ.
5	deiz-DEM
1	leinañ
1	lesanvet.anv.lesanvet.lesanvet
1	dispign.dispignerez-dispignerez
1	Koufonerez.Koufonerez-Koufonerez
2	labour-douar
1	boanius
2	treud
1	turlutat
5	(*
1	Levr
1	paotr-paotr-mañ
1	aleshont
6	ø
1	damdost
1	Pesé
1	kaout.nijé
1	COP.vijé
1	gwẽ
4	Lonka
1	homzou
1	kromm.-aat
1	brénjé-ke
1	nɑ̃vɑ̃i
1	bugel-ze
2	a-gement
1	hini-ads
1	Kaz
1	mawéķ.mawéķ.mawéķ
1	kenit
3	hemañ
1	glac'haret.-et_(Adj)
2	he-dije-kaout
2	trompet
4	#ez_(F)
2	zodez
2	fin-mañ
26	dougen
2	mare-se
1	mare-DEM
1	POP.d'
1	goar
1	P/e-traoñ
1	Den-ma-den
11	c'hoarzin
4	Forzh
1	vab
1	framm.et_(Adj)-mat
1	Eston
1	koulskoude!
1	ivez!
1	arruout.-et_(Adj)
1	tïaocha-tïaocha.aod.tïaocha
4	Daouzek
8	tri-ugent
2	ouspenn
2	deg
2	sizhun.-vezh
2	well-waz
1	diweza
1	kenta
1	nevo
1	gwigour
1	potou
19	saout
2	Tak
1	Sèz
1	.bgcolor=-FFDF80
3	tomm.-oc'h
1	vloaz],
1	emezon-me.emezon-me-emezon-me
1	COP-ket
3	perac
1	h-eus-te-kaout-h-eus-te
1	laset
13	hi
10	anezañ
5	maez
1	-eñ
2	botou
1	c'hounezo
18	mankout
4	piou
1	du-mañ-DEM
23	dija
2	hweh
1	ouzhpenn.-ig
1	lesk
1	peurleun-peurleun-peurleun
6	bugale
4	lan
1	lorc’h
2	yalc'h
1	herreg
2	-iñ
1	asïed
4	hervez
3	Petore
1	batiment
5	kwa
1	damliou-damliou.damliou
1	livet
2	pentañ
2	lern
1	lizherou.-où_(PL)
3	lenne
1	loar-mañ-DEM
1	loen-kezeg-kazeg
2	loeroù.-où_(PL)
1	lorc’hus.-us
6	P/e-lec'h
2	Goulennit
1	c'hoarzhe
7	té
1	malestoué
1	mallestoué
1	génóek
1	vank
1	Gwel
1	mare-se-DEM
2	penegwir
1	hunvre
1	divezvi-divezvi-divezvi.divezvi.divezvi.-iñ_(V)
2	reen
8	na…na…
1	fulenn
1	spilhenn
2	lusk
2	vonet
5	aot
1	ivin.-ad
1	miret
3	borhell
3	am-oa
1	kuzhat.-ad.-enn
2	Prestik
1	Moeien
2	varn
1	geot.-enn
1	voeien
1	dostaad
1	Amon
3	yaje
1	doa:
2	bihan….		
2	rafe		
2	mont-adarre		
2	gwerz.-ioù_(PL)		
2	Glinka		
2	brid		
2	moue		
2	A:		
2	e-neus		
2	skïant		
2	nerzh		
2	fagodenn.-enn		
2	ognon		
2	c'hallent		
2	aret		
2	vasonnerien		
2	mekanikou.		
2	Trégor		
2	paroujou		
2	Warlene		
2	disparti		
2	halañ		
2	reuzeudik		
2	pere-pere.hini		
2	peleh		
2	(an		
2	hopal		
2	homisionou		
2	hastañ		
2	aveiñ		
2	treñk		
2	bannah		
2	sentet		
2	zikour		
2	sko		
2	Dimeurzh		
2	zoñj		
2	Fransizien		
2	amser		
2	pae		
2	zal		
2	tarlonkfes		
2	torret		
2	kalamarhad		
2	serret		
2	loen.-ed		
2	art.-ez_(F).-ed_(PL)		
2	Darev		
2	glouaraat		
2	touristañ		
2	adarmeaded-adarmeaded.adarmeaded		
2	muzul		
2	dremm		
2	parañ		
2	Dastumit		
2	dreog		
2	hordennoù		
2	zeviñ		
2	Notennoù		
2	gramadeg		
2	a-ziwar		
2	Ivon		
2	Krog'		
2	bleo		
2	rodellet		
2	rodellek		
2	prederiek		
2	Siwazh		
2	beurbadelezh		
2	furbu		
2	gloc'horennoù		
2	#ell		
2	garr		
2	givijeri		
2	buoc'hed		
2	tost.IMP		
2	Ouion		
2	avañsa		
2	mohigou		
2	kemerout		
2	voereb		
2	Plijout		
2	(Në)		
2	kët		
2	reun.Singulatif		
2	ôd		
2	istoriou		
2	burzudus		
2	Rannoù.		
2	keve		
2	kaozeal.-et_(Adj)		
2	hogos		
2	anezy		
2	gwall-bell		
2	abarz		
2	glever		
2	na'.na'		
2	a-bouez		
2	pare		
2	ambren		
2	treid		
2	huz		
2	Kapap		
2	c'hanod		
2	c'heflusker		
2	Glav		
2	erruo		
2	du)		
2	tiskennan		
2	kanfe		
2	(aliesoc'h)		
2	choa		
2	(e		
2	(a		
2	gant.ganeomp		
2	jouch		
2	disul		
2	imbisil-se-DEM		
2	kig-ha-farz		
2	soja		
2	gwall-domm		
2	istor.-où_(PL)		
2	zulvez		
2	abardaez		
2	tour		
2	laoskit		
2	#aouennoù		
2	adal		
2	deredet		
2	blokad		
2	re(h)ier		
2	(d)eus		
2	zu-se		
2	zon		
2	gave		
2	matelaouioù		
2	peuzaliez		
2	noz-deiz		
2	savetaet		
2	iesus-christ		
2	anzao		
2	gouli		
2	dastum.-er		
2	aozer.-er		
2	Floc'h		
2	kôc'ha.		
2	oah		
2	bluenn		
2	boestoù		
2	deom,		
2	Hé		
2	fors.fors.fors		
2	gant-hañ		
2	bremaïk.bremaïk		
2	valefen		
2	boutt		
2	varraoui.-où_(PL).-iñ		
2	beke		
2	sell'		
2	Chelgenn		
2	zul		
2	pemde		
2	papred		
2	bez,_ar_bez		
2	Begeor		
2	bezin		
2	in,		
2	studi		
2	dreñ		
2	kaer.kaerañ.kaerañ		
2	a-m-a-m		
2	lennin		
2	verve		
2	per.-enn		
2	badinellus		
2	deiz-&-bloaz		
2	Dibonjour		
2	plac'h.plac'hik		
2	Penn-al-lenn		
2	tok.-où_(PL)		
2	baotred.		
2	bevañ.-et_(Adj)		
2	vantel		
2	C'hwistim		
2	dam_(C.)		
2	Skuiz-maro		
2	kanaouennou		
2	kelaouenn		
2	mès		
2	gousi		
2	hesk		
2	Bea		
2	rener		
2	Depegn		
2	art.-ad.-où_(PL)		
2	zahadou		
2	momed		
2	liñsel.-ioù_(PL)		
2	dambrest		
2	damhlaz		
2	réfléchi		
2	Dañjer		
2	disoñjal		
2	warnan		
2	ezañ.		
2	(O)		
2	markinachou		
2	'-ez_eus		
2	z-eus		
2	zribi		
2	Selaouit		
2	dever		
2	lec’h		
2	ragach		
2	agent		
2	Diwallit		
2	dudoñ		
2	fier		
2	leñvañ		
2	dizorden		
2	gousked		
2	en-istribilh		
2	pluenn		
2	vannouzenn		
2	pimoh		
2	ban-ban.art		
2	mailh		
2	serriñ.-i_(V)		
2	vervel		
2	ouzhin		
2	Douétus		
2	teuïo		
2	rhume		
2	oranjez		
2	breur.pluriel_interne		
2	hevelep		
2	Ankouaet		
2	ae		
2	bontenn		
2	dreistomp		
2	diavêz		
2	droug-penn		
2	ed-du		
2	net		
2	vɛn		
2	a-leizh		
2	E-skeud		
2	moc'h.-igoù		
2	vevomp		
2	kondui		
2	defe		
2	voeson		
2	lammomp		
2	respontomp		
2	respontan		
2	friad		
2	saludiñ.-et_(Adj)		
2	n’int		
2	aneho		
2	Bugale		
2	bet)		
2	stekiñ		
2	(Alies)		
2	gant.-ed_(PL)		
2	Martoloded		
2	Frans		
2	la
2	gauche		
2	Ned		
2	dije		
2	art.an.-où		
2	war-c'horre		
2	Malgeneg		
2	Fri		
2	Louz		
2	»…		
2	youc'he		
2	ziskenn.		
2	chuih		
2	trapout		
2	fititis		
2	Ez		
2	doullañ		
2	allas		
2	dirak.pronom_incorporé		
2	perag		
2	peneus		
2	trapout.-et_(Adj)		
2	gwenneg		
2	peuzenoriñ		
2	peuzachu		
2	pront		
2	gresont		
2	y.		
2	pleuñv		
2	Poa'		
2	seniñ.-iñ		
2	tost.tostaer		
2	gwin.-iennoù		
2	ouzer		
2	-hañ		
2	Sot		
2	c'hoarvezo		
2	Edo		
2	rankas		
2	hont		
2	vousc'hoarz		
2	Klask		
2	strafuilhañ		
2	senior		
2	Esperañ		
2	Houmañ		
2	echuiñ		
2	dresadenn		
2	diskarget-diskarget-diskarget.kargañ.-et_(Adj)		
2	vouilhiñ		
2	MEN		
2	dien		
2	Sebezusañ		
2	fallakr.fallakrañ.fallakrañ		
2	guelet		
2	ñeok		
2	torfed		
2	POSS.-où_(PL)		
2	mezh.-us		
2	raio		
2	dont.eat.eat		
2	gwall-zarvoud		
2	eontred		
2	tuchantik.tuchantik		
2	gwezh		
2	litrad		
2	meudad		
2	pobl.boblañsad-boblañsad		
2	A-hend-aral		
2	eternite		
2	pebéh		
2	hardéhted		
2	garrikell		
2	berr.berrik-tra-INT		
2	lojell		
2	gartenn,)		
2	gulotoù		
2	gargouilhennoù		
2	boberezh		
2	lârerezh		
2	dorn.-ig		
2	serrezh		
2	arsaviñ		
2	kuilhet.kuilhet.-et_(Adj)		
2	gouloù.-où_(PL)		
2	park.parkoùier.parkoùier		
2	cardinaux.naùvet		
2	a-bennik		
2	kapiten		
2	a-goude		
2	məja		
2	/ynãn		
2	t-ənaral		
2	c'haloun		
2	e-diaraok		
2	da-art		
2	fraction.lev		
2	/e-vəzy:l		
2	kouXen		
2	er-walc'h		
2	erhoalh		
2	achiwet		
2	Jako		
2	c'harchennat		
2	Boneur		
2	Santet		
2	əni		
2	Lonket		
2	aes.aesañ-tout.aesañ-tout-aesañ-tout		
2	/membes-ã		
2	̌jẃelt		
2	kenseurted-kenseurted-kenseurted.seurt.-ed_(PL)		
2	/məmbwa		
2	čed		
2	ãn		
2	araok.-et_(Adj)		
2	terc'hel		
2	pe(zh)		
2	eriẅ		
2	mə		
2	a:ry		
2	arruo		
2	arum		
2	askorn		
2	ahanein		
2	blot		
2	plaen		
2	/ar-lerX		
2	Xuxušətat		
2	digourdi		
2	Hadet		
2	benak		
2	droig…		
2	kaout.'		
2	idin.		
2	fraction.kardlev		
2	araokaet		
2	Nostank		
2	divergont		
2	evaj		
2	sellant		
2	yoc'hoù		
2	neizh.-ig		
2	dez.kaout		
2	/ẃeilinče		
2	drę		
2	biõnǫch		
2	zo-écho		
2	ponner		
2	coloniale		
2	chomel.-el_(V)		
2	a-benn-kaer-a-benn-kaer.a-benn-kaer.a-benn-kaer-Les_intensifieurs		
2	filat		
2	prometet		
2	deoé		
2	traù-señ		
2	din.pronom_incorporé		
2	bont		
2	Comin		
2	Han		
2	handarw		
2	nur		
2	ze:biɲ		
2	maleur		
2	degoue(z)et		
2	zel		
2	tāvarn		
2	eurus		
2	Xwe:r		
2	P/e-bed		
2	doc'hin.pronom_incorporé		
2	Fil-de-fer		
2	eontroù-kordenn.		
2	dirak-din.da.pronom_incorporé		
2	diragzimp		
2	Diskennet		
2	zichal		
2	diàr		
2	diàrnezhi.diàrnezhi.pronom_incorporé		
2	diwezhat		
2	P/e.goude		
2	c'hoef-mañ		
2	goucha		
2	doc'hoc'h		
2	aesay		
2	doc'htoñ.pronom_incorporé		
2	doc'himp		
2	skoaz-skoaz-doc'h-skoaz-skoaz		
2	tay		
2	tér		
2	Brezel		
2	tit		
2	Bleunviñ		
2	en-dro.		
2	masoner		
2	malezadoù		
2	bras-bras		
2	winizh		
2	gérig-ma		
2	adrest		
2	H		
2	Durant		
2	COP.ver		
2	ged		
2	fenn…		
2	Xunty		
2	n-urmeskew		
2	tañvaet		
2	mbez		
2	ar-əntãn		
2	lipaat		
2	ouiañ		
2	mènn		
2	Emen		
2	karoc'h		
2	art.-aou-.ul.ul		
2	levraoueg		
2	gazetoù		
2	Fache		
2	suivant-an		
2	namb		
2	vestrez		
2	kentizh		
2	Disoursi		
2	Esae		
2	Gouten
2	tag		
2	Div		
2	məzo		
2	y:rys/		
2	ərgouxaŋ		
2	zo-rvyga:laj		
2	/jãzo		
2	jald-ida:t		
2	alkent		
2	Guel		
2	mad.-où_(PL)		
2	Lausket		
2	dostat		
2	dox		
2	kalet		
2	galoun		
2	Guérandais		
2	c'hanol		
2	Fall-,_fals-		
2	dechoù		
2	fal		
2	poen		
2	heneoah		
2	Eled		
2	kañnal		
2	flastret		
2	tennoù		
2	̌jə-forX		
2	nweiẃ		
2	Goeraet		
2	andur		
2	c'hellehe		
2	genis		
2	Lili		
2	verx		
2	Boud		
2	gouian		
2	pautmat		
2	gouiet		
2	telefonet		
2	dezit		
2	gronnet		
2	traoù-se-DEM		
2	kouezhel		
2	gulé		
2	Lezet		
2	hadet		
2	laboura		
2	eign		
2	vaganet		
2	Hemp		
2	hoc’h		
2	gosik		
2	nos-man		
2	Conan		
2	a_1_		
2	spial		
2	bernout		
2	digas		
2	diseblant		
2	diskouez.IMP		
2	gwele.-ioù_(PL)		
2	(ean)		
2	faote		
2	karont		
2	me-xundi:w		
2	traoù-sen		
2	predeg		
2	fəxen		
2	Plañvour		
2	kerhet		
2	Rac'h		
2	én		
2	Mad		
2	e-raok		
2	koutant		
2	mi		
2	vent		
2	pakout		
2	ganiñ		
2	araok!		
2	mǝs		
2	harzañ		
2	Tufiñ		
2	c'henaou		
2	greinein		
2	Klanù		
2	bouchennein		
2	hroèdur		
2	skorn		
2	darwez		
2	gwall-vras		
2	ober.pronom_incorporé		
2	lakaet		
2	lennerion		
2	lazhet		
2	ket.		
2	Doñjer		
2	gwelan		
2	'.-et_(Adj)		
2	tachenn		
2	dond		
2	xaŋ		
2	Hei		
2	duel.skoaz		
2	lamer.IMP		
2	ivraign		
2	a.a.-où_(PL)		
2	nebedigueu,		
2	uz		
2	yéhæd		
2	/nag		
2	əfəXen		
2	e-rmour		
2	pasiñ		
2	kulotet		
2	C’hwec’h		
2	sklas		
2	teñvel		
2	riñsad		
2	(hon)		
2	Klegereg		
2	dachenn-mañ		
2	POP.er		
2	mé		
2	tiskrabellat-tiskrabellat-tiskrabellat-tiskrabellat.skrabellat		
2	maen		
2	kaout-c'h-c'h		
2	litrad.-ad		
2	apersevan		
2	litr		
2	war-POSS		
2	c'hontoù		
2	pehanni-pehanni.hini		
2	dibenn-dibenn.penn		
2	mah		
2	a-benn-a-benn-miz		
2	(me)		
2	malgre		
2	daouzek		
2	milion		
2	da-bezan		
2	pen		
2	Ewid		
2	traezh		
2	warnon.		
2	moaien		
2	pesked.		
2	sevel-POSS-fri		
2	oc'h-c'hwi		
2	c'houlenn		
2	passif		
2	vefent		
2	vitoñ,		
2	garomp		
2	ofiserion		
2	Razh		
2	naan		
2	Ou		
2	puai		
2	eiñ		
2	nihour		
2	mae		
2	emaont		
2	e.e.e		
2	tapet		
2	grolle		
2	Le		
2	behé		
2	sul		
2	fwoen		
2	peskour		
2	predet		
2	eañ		
2	dre-ads		
2	jandarmed.		
2	Gye		
2	goemon		
2	voatur		
2	voutik		
2	c'homzoù-se.c'homzoù-se		
2	hum		
2	hiriset		
2	sapre		
2	chulad		
2	gobèr		
2	seud		
2	devo		
2	dok		
2	kenseurted-kenseurted.seurt.-ed_(PL)		
2	taol,		
2	mestr-skol		
2	Maria		
2	Nosoc'h		
2	teñveloc'h		
2	_PL_.		
2	lapous		
2	banne.vannika.vannika		
2	dalc'het		
2	kerdin		
2	pomay		
2	founnuch		
2	tanvez-amann…		
2	kleuz		
2	laboused-mor		
2	Diwaétoc'h		
2	piz-bihan		
2	echek		
2	metr		
2	Kontit		
2	gontadenn		
2	c'hoat		
2	beñ,		
2	egile,		
2	mon		
2	Faos		
2	vaoues		
2	garach		
2	anez		
2	ganatennoù		
2	Jiouh		
2	esayet		
2	Nimblec'h		
2	Gandar		
2	c'hovid		
2	Zioup		
2	Flav		
2	Klak		
2	plad		
2	bountañ.-et_(Adj)		
2	perseus		
2	idéophone		
2	kouet		
2	a-barz		
2	hob'		
2	Deit		
2	A-greiz		
2	a-sur		
2	istribilh		
2	uc'h		
2	dol.		
2	deut.dont.-et_(Adj)		
2	voest		
2	dar'		
2	haz		
2	e-beo		
2	glud		
2	Arnevet		
2	ambrouget		
2	hag-en		
2	hanvet		
2	Konk		
2	dost		
2	Cornouaillais		
2	erruet		
2	samis		
2	c'hweza.		
2	mell.-où_(PL)		
2	at		
2	Aliez		
2	bannig.-ig		
2	hounne		
2	Komañset		
2	Laerzhet		
2	diganein		
2	betegoud		
2	vankfè		
2	Bopred		
2	vera		
2	yiè		
2	avase		
2	dimiñ		
2	ne)		
2	ziztagfè-hi		
2	distag-PPDG		
2	Oan		
2	diblas		
2	trohet		
2	Beuzet		
2	weu		
2	dè		
2	e-moam-kaout		
2	jimnastik		
2	zesid		
2	blenio		
2	Boazet		
2	boesoñ		
2	kuit		
2	lavarout-'-'		
2	g,		
2	kaout-na-yoñ-na-yoñ		
2	pinvidig-brein		
2	v-bale		
2	deiz.-vezh.-ourien		
2	tont.		
2	dre'		
2	digar		
2	jadenn		
2	une
2	pèlerine		
2	goalldra		
2	Oa		
2	roué		
2	letern		
2	Beu		
2	kler		
2	Boût		
2	be(a)		
2	vez.écho		
2	tigoueho.		
2	tigon'		
2	prest-kaër		
2	zigont		
2	tramek		
2	St-Alc'houen		
2	deur		
2	aretet		
2	deusoute		
2	divew		
2	askell.-où_(PL)		
2	vetr		
2	Broustad		
2	mevelien		
2	e-serr,_sar		
2	pezh-dilhad		
2	wiskañ		
2	(diwetoc'h)		
2	sklavaj		
2	naet.-aat		
2	Rouz		
2	vez.vè		
2	torné.		
2	barv		
2	méllou		
2	zispariñ		
2	bemdez-doue		
2	tommet		
2	Dré		
2	gérent		
2	labouret		
2	droch-kouz		
2	kêr-cher-ni		
2	krougañ		
2	distañk		
2	sac'h.-ier_(PL)		
2	Ag		
2	blev.-enn		
2	pennadig		
2	kent.-oc'h		
2	Keid		
2	hoh		
2	leor		
2	Eoñ		
2	(é)		
2	gekenn		
2	Klañv		
2	gwall-glañv		
2	ziken		
2	Emañ
2	Brimel
3	Warc'hoazh
1	emañ-eoñ-pfi
3	espes
2	kuzin
2	gostez
2	kokez
3	En-noaz
2	bugelig
1	rè
1	n-dro
1	gaven
2	vro-se.
1	eur/o
1	enkadenn
2	Fenoz
3	naoñ.
3	Kracherc'h
1	nhijal
3	mintin-m'
2	esaee
1	douar…
1	bed.-où_(PL)
3	Estr
3	eget.pronom_incorporé
3	zell
2	skleit
1	tres'
1	ewo
2	aken
2	ui
6	genel
2	Evidoun
3	re-he
3	Torri
1	evidon.pronom_incorporé
6	nezhañ
3	4000
1	nemedout
4	uhel.-oc'h
9	ganto
1	peukad
1	palastr
1	feultrin
2	neus.neus
1	faotec'h
2	Faot
1	nomtabou
1	fennet.-et_(Adj)
3	Goul
1	fichet
3	gato
3	Fla
1	diaouer
2	nezhi.
1	vèc'h
5	flour
2	at.
3	komz.-où_(PL)
2	mel.melus.-us
3	digantan
2	n’em.n’em
2	zilezel
2	mouniz
1	Daw
3	boj
2	dou
2	forc'hiou
1	pikurio.-ioù_(PL)
2	Ac’h
3	c'hodelloù
3	frapad
1	tañsi'
1	n.
1	c'heller.IMP
3	Marg
1	eallez
3	gouzia
1	gallfec'h
2	gallon
1	(gallet)
1	ganeoñ.pronom_incorporé
6	malañ.IMP
7	vilin-se
1	diouer
2	c'hober
2	ka
1	Gastoù.Hyp
10	fichañ
1	Douar
1	arat
2	Biamde
2	giriou
2	Pegiz
1	Hezh
1	atrejou
1	maen-mein-glas
4	Rar
4	beïsanted
3	melchen-glas
3	neñv
8	boût
1	herzel-harz-glav
3	Loud
1	glaw
2	noz.
4	forc'h
3	glep
3	N’eo
1	mañsard
1	pilañ.-et_(Adj)
1	neuche
1	oueli
1	goest
3	zic'hrasio
3	deñ
1	e-noant-kaout
1	houl
1	Gour
1	gôet
1	vouefes
2	voused
1	gasketenn
2	martolod
3	a-gwalc'h
3	walhi
1	poazet
1	Gwall-vat
1	gwaremmeier.-eier
3	art.-ek_(Adj).ar.ar
5	meinekañ
1	gwashoc'h
1	wechad.-ad
1	Hendall
1	gwech_ebet
1	amziriou-se
2	kleñ
1	vilout
1	Souben
1	werzhañ
3	vojenn
3	wir
1	wriont
1	wruienn
1	disadorn
1	tchet
3	Pad
1	zunn
2	emefe.emefe
3	Jean-Paul
1	(HAB)
2	kouezho!
1	/?
1	(tapet)
3	Lucille
2	(?tapet)
1	(Lucille)
2	wenn)
14	uion
1	(lennet)
4	(la)
3	Brom
2	ti-kêr
3	pres
4	guitaat
1	aferioù
2	vez.pronom_incorporé
1	fitamdaoula
1	Kouét
1	héd
1	parbetek
1	r'
1	hal'
1	gétoñ
2	hèol.
1	nim
1	Diod
1	medalennou.
1	herz
1	vlev
1	harz-glav-glav
1	li
1	Daleet
3	Laket
3	hiviz
3	gin
2	Ervoa
1	keda
1	dé
1	bochad-re
6	louzoù
3	c'hof
6	ti.-egezh
1	gast.Gastoù
3	fur.-nezh
3	seiz
3	vloas
2	c'hoarz
2	eeun.
2	nep-ma-nep
1	loaned
1	graou…
2	Yann_Duff
2	Duff
2	niveri
1	auxiliaire_ober
2	kuit.
7	en-deus-kaout
1	(daoust
1	ha)
1	Mendare
1	distanañ.-et_(Adj)
2	gase
3	istr
3	Gemperle
6	dister.disterañ.disterañ
1	trevell
1	diaes.participe
1	disterañ
1	tech
3	fiziañs
1	Diouzhtu
3	sraoù
4	he-deus-kaout
5	lêz
3	Youenn
3	pounner.-oc'h
3	yalc’h
3	louedet
6	nenn
2	kamm-jilgamm
1	o.-où_(PL)
1	hent.-où_(PL)
1	Glaskit
1	B_ez'
1	ne(vez)
1	reparasion
1	neuint
3	dizoloiñ
1	vuoc'h
2	ti.-er_(PL)
4	deunt-i
5	Laosket
1	oa-hi
1	fulladenn.-adenn
1	Kerañchoù
1	deoh
1	zistolas-zistolas-zistolas-zistolas.taoler
2	gargas
1	geroc'h
1	tomm.-et_(Adj)
2	dég
1	munut_(N.)
2	c'hiarreg
1	Goular
1	kavan
1	in…
1	Quimper
1	keid-ha-keid
1	Roazhon
3	Keit
2	COP-echo
1	boutoù-koat
1	kelenner.-er,_-our
2	c'helien
3	kêr-écho
1	chemener
1	kem-sen-ze
1	Louis
