fréquence	Gloss	UD	
1	depuis.que-COP		
1	pfx._1_.lumière		
1	mal-DEM		
1	pautmat		
1	téléphon.-et_(Adj.)		
1	moi.avait		
1	mon.satiété		
1	mauvaisement.aozañ		
1	intensifieur_1_-mezv		
1	intensifieur_1_		
1	wele		
1	depuis.longtemps		
1	à.hent		
1	chemin.all		
1	bouteill.ée		
1	semé		
1	pendant-art		
1	le.été		
1	de-mon		
1	di..fférent		
1	dé-_1_talvezout		
1	rigol.es		
1	bourriñ		
1	plaisez		
1	âgé		
1	grand.-oc'h		
1	quotidienne		
1	pav.é		
1	INT_1_		
1	treuz		
1	travers.-iñ		
1	lui.kaout		
1	tout_debriñ		
1	mon.équipage		
1	beau..#at,_#et_(excl..)		
1	Jetez		
1	soir-DEM		
1	&/P		
1	s.échapper		
1	souris.-enn		
1	tour.-ig		
1	mal)		
1	le_adjudant_nom_propre		
1	bas_1_		
1	en.tal		
1	face.da		
1	matelot-ed_(PL.)		
1	perte--cœur		
1	dam_(Adv.)		
1	ifi.-et_(Adj.)		
1	le_allemand-ed_(PL.)		
1	(*3SG.F_a)		
1	craint		
1	toulliñ		
1	envoy.-iñ		
1	produiñ		
1	produit.-ioù		
1	chimique		
1	maladie.s		
1	revue.-où_(PL.)		
1	mal-dos		
1	si.ce.n.est_pronom_incorporé		
1	telefoniñ		
1	téléphoné		
1	m.is..(chose)		
1	long.moi		
1	aussi/autant		
1	froid.-aet		
1	i_da		
1	pour_1__mat		
1	jette.IMP		
1	neuf_2__bloaz		
1	puent		
1	cr.u		
1	habile..superlatif		
1	docteur.-ed_(PL.)		
1	si.vite		
1	bien__eus		
1	C.R.pouvait..pas		
1	plaignent		
1	durement		
1	bois_dam_(Adv.)		
1	_5_coiffe-DEM		
1	perte-kalon		
1	apprend.-amant		
1	eveshaat		
1	_5_côté		
1	de-tomber		
1	.dormir		
1	_5_sommeil		
1	un_1_.vieux_1_		
1	_5_enfant		
1	nous_quitt.-et_(Adj.)		
1	culotte.s		
1	carte.-où_(PL.)		
1	quand]_1_		
1	fête-noz		
1	venait..HAB		
1	faisait..HAB		
1	mon_2__soudard		
1	coups		
1	<temps>		
1	son.c'hoar		
1	bête.-ed		
1	sac.-ad		
1	ée.-où_(PL.)		
1	s_askorn		
1	eux.zo		
1	très_1_-bras		
1	proch..e		
1	faire.elle		
1	a--dreuz		
1	à_lenn_(V.)		
1	lect.-ion		
1	parl.-erezh,_-ereah		
1	doñjer		
1	paravis		
1	vis--à-de.moi		
1	OBL..1PL..aura		
1	meilleure		
1	achap		
1	échappons		
1	ici-hypocoristique		
1	avec-POP		
1	soigner		
1	Languidic		
1	un_intañv		
1	veuv.-ez_(F.)		
1	reprocher		
1	(ken,_ker,_kel		
1	tant)_koulz		
1	milieu.nuit		
1	ici-DIM--PL		
1	(a)ma_din		
1	kerh.		
1	truie		
1	dozviñ		
1	pond		
1	pavé		
1	routes		
1	le.mor		
1	a-gost		
1	à.cause.que		
1	charrier		
1	sans.limite		
1	sorte.DEM		
1	zeal		
1	avan..cé		
1	quitt.-et_(Adj.)		
1	couillon-mat		
1	vivant-bien		
1	chaud-mat		
1	quatre_eur		
1	heure_kousk		
1	bois.-igoù		
1	DIM.PL		
1	4_F_-sur..n..vingt		
1	page		
1	après/bien.que		
1	heneoah		
1	être.u		
1	contact-&		
1	et-contact		
1	riñs		
1	rinc.-ad		
1	pr.is		
1	si_4__kouezhañ		
1	tombons_war		
1	sur_art		
1	le_douar		
1	echo		
1	un_écu_gant		
1	3SG.IN		
1	-vous		
1	va--nous		
1	elle-aussi		
1	a--2PL		
1	pas--lui		
1	-nous		
1	sur-le--tour		
1	est--vous		
1	envoya		
1	_5_kenaoù		
1	mouru		
1	fais-moi		
1	le_drap.-ioù_(PL.)		
1	certain-INT		
1	ganet		
1	main.é		
1	faut.vous		
1	si-ne_1_dimeziñ		
1	[COP		
1	5_&		
1	et_les_numéraux_cardinaux		
1	membre.s		
1	en.retard		
1	_1_mort		
1	d'ici--mois		
1	dé.semblable		
1	remerc.ier		
1	veux		
1	traezh		
1	mémé		
1	ne.avait		
1	ressource		
1	que-war		
1	de_1___bouton.-où_(PL.)		
1	_1_moulin		
1	fonnapl		
1	le.mer		
1	Fil-de-fer		
1	dé.brouillard.-iñ		
1	fusil-mitrailleur		
1	pistolet-tireur		
1	pain-mel		
1	êtes-echo		
1	allumer		
1	ennemi.-ion		
1	génie		
1	<herbe>		
1	aucun_a		
1	R.seraient		
1	s_R_1__dont		
1	venait_atav		
1	était.pas		
1	croiriez		
1	groupé		
1	protestait-nous		
1	serait.on		
1	aimable.-oc'h		
1	à-peu.DIM.-où_(PL.)		
1	seulement.pronom_incorporé		
1	bretonnant		
1	betek		
1	à_les_numéraux_cardinaux		
1	14__1_bloaz		
1	agricult.-iz		
1	commanderait		
1	plante		
1	pied.long		
1	prendront		
1	à-après		
1	font.3PL		
1	1SGM		
1	espern		
1	é.loign..é		
1	pitoy.-ek		
1	Karnasen-DEM		
1	Franc.ais		
1	ai--lui		
1	gendarmes		
1	rincée		
1	mon_2_-parents		
1	ai-eux		
1	(écrit)		
1	là.		
1	nihour		
1	6		
1	kofesaat		
1	fer.sfx		
1	galon		
1	moi.était		
1	promis		
1	C.tue.on		
1	grasse		
1	est.pronom_incorporé		
1	mal-ci		
1	pauvre-kaezh		
1	douanier		
1	un_1_.paour		
1	pauvre.kaezh		
1	cher_1_		
1	égal-à--égal		
1	_1_choaz		
1	grandsuperlatif		
1	s.-ier		
1	sem.-et_(Adj.)		
1	nous.mont		
1	nomm.er		
1	arbres..#ennoù		
1	SG..PL		
1	bernik		
1	patelles.-a		
1	serai.1SG		
1	deveriñ		
1	extrêmiser		
1	lesaat		
1	courtiser		
1	skariñ		
1	beau.-der		
1	té.-ded		
1	attention.né		
1	verre.DIM		
1	(_que_)		
1	J.-C.		
1	_1_krediñ		
1	le-penn		
1	lui.était		
1	pêch.eur		
1	le_nom_de_titre		
1	gratter		
1	hiraezh		
1	gage		
1	le__1_gwez		
1	SG)		
1	sans.vergogne		
1	pont-où_(PL.)		
1	sur-araok		
1	a-vuzul		
1	moins.plus		
1	glace.é		
1	fresk		
1	fraîch.-aat		
1	laissez--moi		
1	Balancez-le		
1	mettez-eux		
1	par-là		
1	-lui		
1	R..3SGM-a--lui		
1	ai-3SGM		
1	ai-écho		
1	sou		
1	a--3PL		
1	avait--3PL		
1	lui/elle/eux/elles		
1	ne..3SG		
1	étud.-et_(Adj.)		
1	ié		
1	-moi		
1	aim.-et_(Adj.)		
1	muntr		
1	goroeiñ		
1	traite		
1	a-elle		
1	intensifieur_1_-bras		
1	montais		
1	char.-ikell		
1	déboucher		
1	fleurir		
1	venir_en-dro		
1	vaudrai		
1	saloperie		
1	chez-moi		
1	endroit-ci		
1	attendu		
1	a--?		
1	Lorient		
1	est.u		
1	(R)_zo		
1	est_bras		
1	boutique		
1	ras		
1	_1_boutique		
1	le__1_paour		
1	pauvre.-ez_(F.)		
1	presque.DIM		
1	laou		
1	pou.singulatif		
1	C_1_		
1	mourrai		
1	vivrai		
1	empêchera		
1	deux_eur		
1	heure.-iad		
1	dilapidé		
1	protestait..3SG-nous		
1	tachenn		
1	le..plus-et--tout		
1	achevé		
1	vice-là		
1	le_beroù-DEM		
1	P.elles		
1	sillon		
1	attrap.-et_(Adj.)		
1	bol.-ad		
1	evezhaat		
1	amène		
1	amoureusement		
1	voici-numéraux_cardinaux		
1	à_4_.dont		
1	loin.met		
1	sorte.ads		
1	boiss.-aj		
1	lève-kalon		
1	quitt.-aat		
1	évacuer		
1	et_ma(r)		
1	épaule-à--épaule		
1	2..épaule		
1	pfx..gratter		
1	écuelle		
1	bordée		
1	glacé		
1	a-berzh		
1	de-part_maouez		
1	enta		
1	héritièr.e		
1	le__nom_propre		
1	Bodo.		
1	mal.aozañ		
1	nombreus.-aat		
1	zézay.-al_(V.)		
1	maître-skol		
1	mau.x		
1	guérit		
1	meurtre		
1	merci.er		
1	jeune.plus		
1	suis-echo		
1	nuit.plus		
1	sombre.plus		
1	voir..INF		
1	tevalenn		
1	grand..le..plus		
1	vieux.le.plus		
1	dé_1_-bro		
1	pays.-iñ		
1	dé.pareil		
1	pollue.3SG		
1	avancé-kaer		
1	Margaritig		
1	_3SG_		
1	mourr.u		
1	le_liñsel		
1	drap.-ioù_(PL.)		
1	rapprocher		
1	s-kordenn		
1	très_1_		
1	preste		
1	un.pezh		
1	taureau._1_kazh		
1	_1_penchant.-où_(PL.)		
1	nuit.-oc'h		
1	sombre.-oc'h		
1	parc..#oùier		
1	recouv.-et_(Adj.)		
1	ert		
1	pintañ		
1	Ne_1_kaout		
1	leur_2__trou-où_(PL.)		
1	trou.-iñ_(V.)		
1	un.ée		
1	serr.-et_(Adj.)		
1	serr.é		
1	con.sort.eur		
1	dimanche.sfx		
1	[trezol		
1	trésor		
1	alumiñ		
1	allum.-et_(Adj.)		
1	le..plus--tout		
1	moule.s		
1	postposition		
1	le_ligne.-où_(PL.)		
1	collin.-ek		
1	tour-&		
1	et-tro		
1	re.merci.er		
1	nous_da		
1	à_achap		
1	coïncidé		
1	que_R		
1	échappe		
1	long-&		
1	et-hed		
1	ligne		
1	tas.PL		
1	avec--1SG		
1	kornal		
1	jurons		
1	métayère		
1	95		
1	group.é		
1	diable		
1	jeûne		
1	que-était		
1	rage		
1	(re)froid.i		
1	emball.é		
1	recouv.ert		
1	kazh		
1	gare.s		
1	dame.s		
1	habill.é		
1	endur.-et_(Adj.)-é		
1	net..sfx		
1	ten.-et_(Adj.)		
1	kordenn		
1	bouch.ée		
1	gilet-ad		
1	milieu.jour..sfx		
1	batt..age		
1	plaint..es		
1	founnus		
1	haut.!		
1	oiseaux-mor		
1	maison..née		
1	caillout..eux..superlatif		
1	long.singulatif		
1	le)__1_tud		
1	jou..(eur)..s		
1	long.eur		
1	piqures_da		
1	Lanvénégen		
1	clac!		
1	allumettes		
1	saut		
1	oblijé		
1	gonfl.3SG		
1	distro		
1	retour		
1	Daoust		
1	pour.savoir-C.ha(g)		
1	si-expl		
1	bâti.-adur		
1	ment		
1	Laouik		
1	attelé		
1	d'ici._1_bremañ		
1	de_1_-tost		
1	feskenn		
1	lampe		
1	habitud.-et_(Adj.)		
1	chauf..fé		
1	_1_boest		
1	boîte		
1	ais.-aat		
1	pays-Irlande		
1	comme.vous		
1	le_clef.-où_(PL.)		
1	Droch		
1	saoûl.er		
1	aller_(souvent)		
1	(souvent)		
1	matière-beurre		
1	orag.é		
1	_1_potence		
1	connais..s.ance		
1	nommé		
1	par-ici		
1	Joz,		
1	deuet		
1	wreg		
1	asamblez		
1	ganeomp.		
1	perles		
1	(R)_savait_briller		
1	Marie_1_		
1	Donnars		
1	le_pomme.(-où		
1	ne_1_.E		
1	Amélia		
1	patouille		
1	koustiañs		
1	conscience		
1	est-ce.que		
1	chicaneur-ci		
1	chicane		
1	chaud-bouillant		
1	pfx.langue		
1	déplace		
1	doigt.s		
1	habitu.é		
1	drol		
1	habitude.-et_(adj.)		
1	_1_boîte		
1	moi_(R)		
1	chauff.-añ_(V.)		
1	bonnet.s		
1	mal-boyaux		
1	riche-pourri		
1	devoir.lui		
1	était.echo		
1	3SGM_particule_o		
1	P_4__bale		
1	marcher_da		
1	le_eur		
1	merd.-at		
1	puce.noms		
1	de.part		
1	le_noz		
1	nuit_particule_o		
1	_1_chaîne		
1	Jean_Pensec		
1	François_Cozic		
1	était_commenc-et_(Adj.)		
1	résistance		
1	se_form-o_(Inf.)		
1	mari.é		
1	vous_netra		
1	R_4,+C_		
1	éclair.er		
1	sur_1___art		
1	le_lenn_(N.)		
1	sonder		
1	_1_chadenn		
1	chauf..f.é		
1	Trégunc		
1	allongé.-où_(PL.)		
1	pfx.krial		
1	à)_4__arriver		
1	retrousse-chemise		
1	de.da		
1	arriver_(R)		
1	parroisses		
1	front-e-kichen		
1	là_ne_1_		
1	pond.u		
1	jou.eurs		
1	le_mevel		
1	valet.-ien_(PL.)		
1	le_jav		
1	arrivé_gant		
1	Beñ		
1	nett.oyer		
1	vallon		
1	lumièr.er		
1	de.ouzh.pronom_incorporé		
1	le)_porte		
1	main.age		
1	maison-ci-maison		
1	femme.-ezed		
1	à_4__battre		
1	na_(pronom)		
1	chaque.jour-Dieu		
1	si_4__karout		
1	être_tomm		
1	chauf.f.-et_(Adj.)		
1	é_art		
1	le_eau		
1	accès		
1	grand.-où_(PL.)		
1	en..dans		
1	dé-stank		
1	dis-donc		
1	dé-.labourat		
1	auprès-côté		
1	sait.HAB		
1	au--lieu		
1	plaint.-adenn		
1	gardez-vous		
1	tre		
1	quoi_(R_1_)		
1	dé.morceau.é		
1	armure		
1	haillons		
1	autre..♀		
1	autant.long		
1	yaourts		
1	pfx-noaz		
1	à.cause_da		
1	reviendra		
1	épouvantable		
1	pfx.neige		
1	nettoy.er		
1	que.toi		
1	Fanch.DIM-fall		
1	R.eux		
1	chaque.jour-Doue		
1	a-sur		
1	emplâtre		
1	poitrine		
1	vliw!		
1	ne..est		
1	faut.2PL		
1	hañ!		
1	<avec		
1	celle-ci>		
1	tension		
1	poisson		
1	fla		
1	labourer		
1	pegiz		
1	débris		
1	pierres--bleu		
1	trèfle-vert		
1	stoppe--pluie		
1	mañsard		
1	mansarde		
1	rétam.é		
1	ne_1_.kaout		
1	a.ket		
1	apportera		
1	a-bosubl		
1	casquette		
1	à_1_-satiété		
1	Celle.ci		
1	intensifieur_1_-mat		
1	arme		
1	fois.contenu		
1	a-hent-all		
1	fois_aucun		
1	temp-ioù		
1	pour_da		
1	racine		
1	Jean-paul		
1	_'		
1	ken,_ker,_kel		
1	tant_presse_COP		
1	était_war		
1	courag.-ek_(Adj.)		
1	le_long_de		
1	…_particule_o		
1	à_4__ober		
1	défi		
1	diod		
1	maladie		
1	le_medalenn		
1	médaille.-où_(PL.)		
1	lie		
1	(ne_1]_)		
1	retard.é		
1	tas-trop		
1	pute..hypocoristique		
1	c'hoarzin		
1	2.aura		
1	war-eeun		
1	sur.le.droit		
1	tel-ci-nep		
1	x_P.e		
1	en_POSS		
1	son_1__kraou		
1	crêche		
1	stouiñ		
1	ankou		
1	je.me.demande		
1	refroid.i		
1	labeur		
1	difficil.é		
1	moindre.superlatif		
1	si_4__emañ		
1	courbe-jil-		
1	DIM_1_-courbe		
1	voiture_nom_propre		
1	savadur		
1	a.(HAB)		
1	réparation		
1	aurait.3SG		
1	rôti_(3SGF)		
1	a_(3PL)		
1	ceuxDEM		
1	était-pdg		
1	colère.accès		
1	koenn		
1	le__5_charge.-où_(PL.)		
1	voudrez		
1	_1_roches		
1	en-place		
1	elle_(R)_lavarout		
1	_1_trouve		
1	critiqué		
1	_5_chat-koad		
1	vos_3_		
1	autant.hed		
1	si.long-et-si.long		
1	tant_1_		
1	s-koad		
1	_5_mouche.nom		
1	Louis		
1	acharne		
1	humeur.é		
1	c'hoari_(N.)		
1	jeu.-où_(PL.)		
1	habitud.é		
1	Auxiliaire		
1	louedañ		
1	s_zo		
1	_5_viande		
1	plaint.es		
1	lenn_(N.)		
1	seau.ée		
1	stupéfiant.superlatif		
1	odieux..superlatif		
1	ig		
1	_5_bois		
1	chat-bois		
1	poisson..s		
1	en-kriz		
1	_5_boeuf-tarv		
1	venir_amañ		
1	tenu		
1	_5_vieux		
1	évènement.-où_(PL.)		
1	pfx.erc'h		
1	_1_tenn		
1	De-,_di-,_dis-		
1	pfx.crié		
1	peotramant		
1	_5_kelien		
1	mouche.nom		
1	kuit		
1	_1_maison		
1	venait.HAB		
1	restait.HAB		
1	équipe		
1	mures.noir		
1	rezin		
1	irait-lui		
1	maer		
1	trié		
1	déchet.-ach,_-aj		
1	journaliers		
1	envi.é		
1	-mêmes		
1	vivait		
1	point-DEM		
1	attraperait-lui		
1	(que)		
1	affaire.s		
1	chaud-se		
1	à..3SG		
1	mergl		
1	dé-.travail		
1	katolik		
1	lunettes		
1	étais_just		
1	juste_(particule_o		
1	à_4_)		
1	devenir.malade		
1	emploi		
1	I.G.N.		
1	être.é		
1	bonnets-crapaud		
1	mal-bouzelloù		
1	boyaux		
1	Henri_IV		
1	dioustu		
1	viande-rostañ		
1	bas.er		
1	adv		
1	aurait_eu		
1	son-unan		
1	nouveau.DIM		
1	long.DIM		
1	pré.lac-DEM		
1	chaussure-cuir-ads		
1	pomme(-où		
1	terre-ci		
1	assez-fonnus		
1	metr		
1	planedenn		
1	a-greiz		
1	s.enfuit		
1	kenderc'hel		
1	mouchouer		
1	mouchoir.-où_(PL.)		
1	hardi		
1	aîe.aîe.aîe		
1	Rouz		
1	le_maouez		
1	Baling		
1	Balom		
1	Marrig		
1	patatras!		
1	takad		
1	di-/(deiz-).sadorn		
1	ont-eux		
1	était--elle		
1	était--lui		
1	dégourdi		
1	petit.peu		
1	P-pronom_incorporé		
1	le_charett.-er,_-our		
1	gens_(R_1_)		
1	orag.-et_(Adj.)		
1	le_yod		
1	bouillie_(R)		
1	pignat		
1	votre_+C,3_		
1	dans_(art		
1	le)_noz		
1	si_4,		
1	content__(R)		
1	_1_karreg		
1	roches		
1	le.x..superlatif		
1	aisselle.é		
1	_1_médaille		
1	son_1__loen		
1	même.tra		
1	bègue		
1	_1_moulin-DEM		
1	dé.-fermé		
1	merlu.s		
1	étrangler		
1	pré.lenn		
1	oiseau.-ed		
1	x-mor		
1	coin-tro		
1	tournant.-ioù_(PL.)		
1	bout-sec'hiñ		
1	ne_COP		
1	dit_R_4__vez		
1	mures.du		
1	trouvent		
1	puanteur		
1	fallu		
1	forc'h		
1	boirais		
1	peu_(a		
1	de_1_)		
1	tel-ci-tel		
1	kraou		
1	nouveau-DIM		
1	dis.vous		
1	îles.-enn		
1	+C-un		
1	ne.vous		
1	malgré_ma		
1	que_eman		
1	sont_gant		
1	frime.s		
1	boulanger		
1	pour.vous		
1	dé--.pens.é		
1	kaloneg		
1	de--,_di--		
1	dé.laissé		
1	attrappé		
1	_1_tante		
1	reç.-et_(Adj.)		
1	R.ai		
1	_1_medalenn		
1	médaille		
1	essay.é		
1	aissell..#et_(Zdj..)		
1	dé_1_.penn		
1	tête.-et_(V.)		
1	<envoyé>		
1	sonj		
1	semi.erc'h		
1	berañ		
1	binocle.s		
1	le.long.de		
1	patte.s		
1	Kemper		
1	Pegen		
1	zod!		
1	cach.é		
1	loin.DIM		
1	croissait		
1	krial		
1	criaient		
1	fîmes		
1	1PL-a		
1	si.long-all		
1	milin		
1	(ne_1_)_E		
1	N-DEM		
1	R--3SG.avait		
1	penvare		
1	_1_porte		
1	yalc'h		
1	devait..IMP		
1	trouve..IMP		
1	point.faible		
1	verre.DIM.er		
1	on.est		
1	Penaos		
1	stupéfait		
1	fesses		
1	gardez-la		
1	laissez--le		
1	ramassez-les		
1	embrasser		
1	pec'hed		
1	péché		
1	tiré_war		
1	travailait		
1	is_R_vez		
1	est_3PL		
1	eau..de..vie-cidre		
1	sukr		
1	à_4__dornañ		
1	avant.é		
1	moins		
1	numéraux		
1	quart		
1	ils/elles		
1	ma[que		
1	frapad		
1	moitié-trop		
1	_ø]_		
1	aiguillette		
1	[dont		
1	fest-noz		
1	cinéma		
1	à_4__soñjal		
1	Yvi		
1	vacancer		
1	3..(SGM).a		
1	à_4__krennañ		
1	après--ça		
1	et-ken		
1	teil		
1	fumier		
1	sec-INT		
1	terre-aride		
1	gens_(R)_Auxiliaire_gouzout		
1	tas..er		
1	en.tas..er		
1	bout-séché		
1	c'hwenn		
1	plus_1_		
1	demandera		
1	mont.er		
1	noy.é		
1	fêté		
1	sur_(art		
1	le)_dor		
1	courbe-pfx_1_-kamm		
1	courbe		
1	R--avait		
1	avec.1SG		
1	talus..--ioù		
1	_1_soupe		
1	épouvant.-us		
1	FOC		
1	hed-a-hed		
1	(R)_+C,4_		
1	allait..HAB		
1	arrangée		
1	quel.moment/partie		
1	friko		
1	difficile.plus		
1	à_4__degouezhout		
1	à_4__krenañ		
1	s_Tréboul		
1	le_labous		
1	oiseaux_bihan		
1	petit_(ne_1_)		
1	dé.niché_a		
1	le.x.eux..le..plus		
1	le_lizher		
1	lettre.pluriel_interne		
1	Saint-Yvi		
1	tass.é		
1	vanné		
1	magañ		
1	nourr.-et_(Adj.)		
1	i_R_4_		
1	a-us		
1	coût.é		
1	importance.s		
1	dé.heñvel		
1	_1_taol		
1	Hervé		
1	taureau-taureau		
1	venir_R_ober		
1	fait_(art		
1	le)		
1	i.t		
1	.a		
1	champ.é		
1	occuperait		
1	piz		
1	mauvais_1_.chose		
1	riche-brein		
1	le_choses_(R)		
1	affable		
1	valet.-ien		
1	travers--di--		
1	dé..travers		
1	Petra		
1	pensez		
1	additionne(r)		
1	aurez_numéraux_cardinaux		
1	entendrait--Pronoms_post--verbaux_de_désambiguïsation_genrée		
1	leur_2_-un		
1	choses.nous		
1	_particule_o		
1	secrétaire		
1	fait.moi		
1	veut..2PL		
1	é_R_vez		
1	le.nous		
1	à_4__tomm		
1	chauf.f.-añ_(V.)		
1	savait.IMP		
1	sur_1_-pouez		
1	ramassé		
1	_1_bordelleuse		
1	pedavare		
1	parlerai		
1	sur.encore		
1	jeune.INT…		
1	(R)_Auxiliaire_gouzout		
1	sait_c'hwezañ		
1	gonfler		
1	a.3SGM		
1	le..ée.s		
1	faut.N.-où_(PL.)		
1	cour.ée		
1	église.sfx		
1	bonnet.sfx		
1	nouveau-amzer		
1	agréable		
1	charg..ements		
1	le..ain.s		
1	mon_1__lien		
1	éclat..er		
1	attention..er		
1	croiss.ance		
1	joyeux.pfx		
1	triste.sfx		
1	soavon		
1	maison..sfx		
1	pour_1_.art		
1	recev.eur		
1	idiot-DEM		
1	saint..Adj..		
1	press.e		
1	_1_tanav		
1	épais		
1	rouge.ole		
1	dé..pluie..eur		
1	marché.ement		
1	faux		
1	kapap		
1	pêch.eur.s		
1	parent-vieil		
1	natif		
1	toilette		
1	sorcellerie		
1	boulij		
1	volet.s		
1	vase		
1	puis		
1	_1_métairie		
1	fille.petite		
1	beau..DIM		
1	gwad		
1	côte.s		
1	feuilles.PL		
1	flux.PL		
1	flot..PL.DIM..PL		
1	an..n..ée		
1	a.elle		
1	15		
1	à-pep		
1	em.bell.ir		
1	anes		
1	sur.haut		
1	vot.ation		
1	à-milieu		
1	en-chemin-all		
1	à-écart		
1	lun		
1	Yann_R_1__kanañ		
1	moi_(R_1_)_pense		
1	sotte-ci		
1	skotenn		
1	moged		
1	R_1_tost		
1	marchand		
1	secoua		
1	.mine		
1	loin.t.-aat		
1	beau.-oc'h		
1	ai.peur		
1	rendu		
1	à_4__labourat		
1	aussi_gant		
1	avec_pesk		
1	Hélas!		
1	énergumène-DEM		
1	évident_da		
1	écrire_na…_na		
1	sans.ça		
1	_1_beaj		
1	voyag.-ourien		
1	Fanor.DIM		
1	notre_numéraux_cardinaux		
1	sans_ma		
1	que_COP		
1	était_POSS		
1	son_1__breur		
1	frère_asambles		
1	Tracas		
1	mon_2_-unan		
1	<attendre>		
1	1950		
1	le_côte.-où_(PL.)		
1	bennag		
1	APA		
1	Landi		
1	de_1_-ensemble		
1	ami.-ed_(PL.)		
1	azezañ		
1	trace--vent		
1	quantité		
1	_1_bateau		
1	étud.iants		
1	-peine		
1	fardeau		
1	louzoù		
1	merder		
1	chip-al		
1	nom..mé		
1	avait.HAB.imparfait		
1	sous.lui		
1	K.		
1	fleurs.-ioù		
1	fleurs.s		
1	em.plum.é		
1	mor--,_mar--		
1	pfx..chevelure		
1	le_volet.-i_(PL.)		
1	quitt.er		
1	_1</supbuhez		
1	e-leizh		
1	pays-_1_nom_propre		
1	3PL-trois		
1	pays__1_nom_propre		
1	kerkoulz		
1	sul		
1	mouill..#et_(Adj)		
1	sœur.F.s		
1	compri.s		
1	tromplañ		
1	abeg		
1	deux_1__gwreg		
1	femme_fall		
1	merveilleusement		
1	erv		
1	_1_chose:		
1	avait.HAB.Imparfait		
1	medisin		
1	si_kaout		
1	aura_art		
1	le_amezeg		
1	voisin_rangé_POSS		
1	son_1__gwele		
1	chien_POSS		
1	mon_amezeg		
1	voisin.-ez_(F.)		
1	complainte		
1	mon_2__c'hoar		
1	soeur-_1_kaer		
1	beau_nom_propre		
1	NEG?		
1	accueil..l..is		
1	salle		
1	amélior.-aat		
1	bars		
1	Ar_Pont		
1	vote		
1	et-vingt		
1	à_1_art		
1	comme.se		
1	pfx._1_bezañ		
1	le_gour-		
1	flux.-où,_-ioù,_-aou-		
1	sans_mange-i_(V.)		
1	r		
1	feuillages		
1	jour.bon		
1	c.ha(g)		
1	à.mesure_1_		
1	le_degré.-où_(PL.)		
1	veill.er		
1	améric.ains		
1	en-peseurt		
1	dépendait		
1	reñk		
1	allai		
1	allègr.-idigezh		
1	trist.-idigezh		
1	porte.-où_(PL.)		
1	regardes		
1	kilometr		
1	degré.-où_(PL.)		
1	pakout		
1	garde-toi		
1	ordonné		
1	parent.s-vieil		
1	quitta		
1	bénéfice		
1	apparemment		
1	Alan_Koativi		
1	remettre		
1	Dame-_1_nom_propre		
1	Marie_du_F.		
1	porte.		
1	fum.er		
1	goustadig		
1	chevaux.SG.PL		
1	billes		
1	oncle-ci		
1	le-1		
1	cass.-et_(Adj.)		
1	maitre-enseign.ant		
1	auréole		
1	_1_baradoz		
1	POSS.1-un		
1	POSS.1		
1	deux-vingt		
1	en-limite		
1	Roh-ar-Mor		
1	en.lieu		
1	à-plein		
1	pays_1_-nom_propre		
1	_5_karotez		
1	carottes		
1	en.front		
1	travau.x		
1	kreiz.midi		
1	fruits..SG		
1	Pab		
1	lot.SG		
1	abrit.é		
1	nous-écho		
1	je.souhaite		
1	eben		
1	sans.se.skiant		
1	te_1_		
1	à_1__chom		
1	ale!		
1	ambarqués		
1	costume.-où_(PL.)		
1	sorcièr.-ezh_(N.)		
1	teigne		
1	pfx-_1_bihan		
1	P-hent		
1	passerait		
1	ur_1_		
1	serrer		
1	boule		
1	fit--donc		
1	fleur		
1	ferions		
1	âge-DEM		
1	emgann		
1	combat.-où_(PL.)		
1	entre.temps		
1	Perros		
1	temps-tremen		
1	correction		
1	cageot		
1	fille.-ed_(PL.)		
1	que_+C_		
1	beau.ir		
1	vieil.lit		
1	est.moi.moi		
1	vous.écho		
1	Explétif		
1	ours		
1	3SGM-kaout		
1	fièr		
1	kamarad		
1	le_four.-ioù_(PL.)		
1	dîner-DEM		
1	si_4__COP		
1	dix_sou		
1	confesseur		
1	digne..superlatif		
1	poisson.-ed		
1	deux..F..jambe		
1	_1_haie		
1	dekoriñ		
1	décor.-et_(Adj.)		
1	_1_dernier		
1	_1_herbe.-enn		
1	mouillé-glizh		
1	rosée		
1	mouillé-rosée		
1	golo		
1	comptait		
1	à_1_-kreiz		
1	gwasoc'h,		
1	gwazh		
1	à.nous-écho		
1	pourrons-écho		
1	_1_barn		
1	jugement		
1	le_sang.DIM.-enn		
1	sans..soulier-bien		
1	_1_garenne		
1	navigañ		
1	outil.s		
1	mon_2__amezeg		
1	voisin.-ien_(PL.)		
1	roeñv		
1	dibaot		
1	chauf.fer		
1	chemin.s		
1	Pia		
1	s_gouez		
1	sauvage_&		
1	et_labous		
1	R.on.nous		
1	moi_lavarout		
1	dit_da		
1	rêv.-et_(Adj.)		
1	1PL..a-nous		
1	journ.ée..n.ée		
1	ci-_1_tra		
1	u_R.1SG-kaout		
1	_1_kelenn		
1	enseign.-erien		
1	ants		
1	marvailh		
1	dé.tres		
1	dessin.-adur		
1	âge-ci		
1	_1_chaise		
1	_5_tas		
1	de_1_-beaucoup		
1	u_R_1__zo		
1	est_lavarout		
1	aime-chanter		
1	nul.part		
1	feunteun		
1	goût_1_		
1	R--1SG--a		
1	crevés		
1	_5_capable.superlatif		
1	notre_2_		
1	car-se		
1	dentelé		
1	_1_charge-DEM		
1	comptes		
