fréquence	Gloss	UD	
12841	punct		
6057	?		
5471	le	tag=DET|deprel=det|Definite=Def|PronType=Art	
4589	R	tag=PART	
3260	art		
2691	est	tag=AUX|Tense=Pres|Mood=Ind|Number=Sing|Person=3|VerbForm=Fin	
1912	à	tag=ADP	
1872	un	tag=DET|deprel=det|Definite=Ind|PronType=Art	
1799	pas	Polarity=Neg|tag=ADV	
1663	de	tag=ADP	
1482	ne	Amalgame=Yes	Amalgame entre Neg et Rannig
1208	était	tag=AUX|Tense=Imp|Mood=Ind|Number=Sing|Person=3|VerbForm=Fin	
1188	a	tag=AUX|Tense=Pres|Mood=Ind|Number=Sing|Person=3|VerbForm=Fin	
1021	et		
1002	1		
953	que	tag=SCONJ	
763	son	tag=DET|PronType=Poss|Number=Sing|deprel=det|Person=3	forme Masc=e (Mutation 1), forme Fem=he (Mutation 2)
755	moi	tag=PRON|Person=1|Number=Sing	(si lemma=echo deprel=discourse)
749	s		
744	pour		
696	en		
652	pfi		
582	avec		
521	da		
517	sur		
501	mon		
492	fait		
467	été		
465	lui		
422	ne_1_		
414	en.le		
413	POSS		
407	&		
397	COP		
392	aller		
356	être		
337	avait		
319	P.e		
303	nom_propre		
294	mais		
294	à.pronom_incorporé		
294	plus		
281	ci		
278	ici		
275	gant		
273	faire		
267	tout		
261	eux		
259	quand		
258	chaque		
255	si	tag=SCONJ|PronType=Int	
252	aucun	tag=ADV|Polarity=Neg	
248	5		
244	autre		
244	3PL		
241	comme		
237	y.a		
236	DEM		
232	vous		
232	pa		
227	là		
226	sera		
225	homme		
223	elle		
221	leur		
215	jamais		
212	P.pronom_incorporé		
211	eu	tag=AUX|VerbForm=Part	
210	sont		
209	gens		
208	morceau		
207	quand_1_		
206	suis		
205	serait		
202	kaout		
199	é		
197	grand		
189	ober		
185	quelconque		
184	dans		
182	temps		
182	nous		
182	v.u		
178	hini		
176	ket		
176	mont		
175	quoi		
175	bien		
174	maison		
174	avec.pronom_incorporé		
174	aussi		
173	dit	tag=VERB|VerbForm=Part	
168	à.moi		
164	fais	tag=VERB|Tense=Pres|Number=Sing|Person=2	
161	par		
158	voir	tag=AUX|VerbForm=Inf	
158	beaucoup		
158	encore		
154	interjection		
152	car	tag=CCONJ	
151	allé	tag=VERB|VerbForm=Part	
151	evit		
150	venir		
150	gouzout		
149	dire		
147	dont		
147	choses		
145	ou		
145	toi		
144	beau		
144	on	tag=PRON|Person=0	
140	celui.ci	tag=Pron|PronType=Dem	
139	tête		
138	mon_2_		
138	le.s		
135	R..1SG		
135	eau		
134	seulement		
134	souvent		
133	étais		
133	toujours		
132	tant		
132	avoir		
127	ma(r)		
126	parti		
125	après		
124	se		
123	an		
122	war		
121	faisait		
120	ai		
119	met		
118	ven.u		
118	à.lui	Amalgame=Yes	
118	ceux	tag=PRON|Number=Plur	
118	maintenant		
117	de.pronom_incorporé		
116	sais		
116	petit		
113	avant		
112	enfant.pluriel_interne		
111	ça		
111	femme		
109	autant		
109	obligé		
109	assez		
108	tous		
108	terre		
106	qui	PronType=Int|tag=PRON	
106	emañ		
106	en.art		
105	3SGM		
105	rien		
104	celui	tag=PRON|Number=Sing	
104	mettre		
103	1SG		
103	mieux		
103	combien		
102	votre	tag=DET|PronType=Poss|deprel=det|Person=2	
102	sans		
100	côté		
99	bon	tag=ADJ	
99	personne		
99	u		
98	savoir		
98	ni		
97	lavarout		
97	chose		
96	vient		
95	voici	tag=ADV	
95	E		
93	rester		
92	ton		
92	gwelout		
92	où		
92	er		
92	mer		
91	à.vous		
90	bras		
90	même		
90	arrivé		
89	long		
89	Yann		
89	savait		
88	jour		
88	aujourdhui		
88	alors		
87	chercher		
87	setu		
87	à_1_		
86	va		
85	quel		
85	mère		
84	N	tag=PRON|Number=Sing	
84	_1_tud		
83	sait		
82	den		
82	ée		
82	pendant		
82	R_4_		
82	hier		
82	travail		
82	vieux		
81	de_1_		
81	étaient		
81	mauvais		
80	P.lui		
78	le__1_bugel		
77	amañ		
77	travailler		
77	ti		
77	son_1_		
76	3SG		
76	capable		
76	traoù		
76	all		
76	dehors		
76	cependant	tag=ADV	
75	donc		
75	notre		
74	eur		
73	4		
73	bet		
72	oui		
72	ads		
72	fois		
71	dour		
71	m.is		
70	malade		
69	pays		
69	peur		
69	ebet		
68	R_1_		
68	mat		
68	deux		
68	aurait		
68	e-barzh		
68	second		
68	nuit		
68	comment	PronType=Int|tag=PRON	
67	trouver		
67	_1_maouez		
66	chien		
66	me		
66	depuis		
66	dec'h		
66	3SGF		
66	penn		
66	foyer		
64	particule_o		
64	C		
64	heure		
64	sellout		
63	le..plus		
63	entend.u		
63	vent		
62	trouv.é		
62	R..3SGM		
62	y		
62	regarde		
61	coup		
61	eus		
61	viendra		
61	malgré		
60	vie		
60	manger		
60	trouve		
60	porte		
60	puisque		
59	daoust		
59	si_4_		
59	ken		
59	ivez		
59	Q		
58	marcher		
58	gars		
58	le.plus		
58	envie		
58	dre		
57	celle.ci		
57	frère		
57	expl	tag=VERB|VerbForm=Inf|deprel=Discourse	
57	trop		
57	a-benn		
57	à.elle		
56	ret		
55	breton		
54	plein		
54	petra		
54	vrai		
54	chaque.jour		
53	besoin		
53	fille		
53	es		
53	peseurt		
53	pauvre		
53	jeune		
53	faites		
52	laissé		
52	kuit		
52	kement		
52	mal		
52	_1_kêr		
52	ceux-DEM		
51	SG		
51	à.toi		
51	vite		
51	doit		
51	peine		
51	pep		
51	livre		
51	chaud		
51	noir		
50	serais		
50	avec.moi		
50	evel		
50	di--		
50	fin		
50	bremañ		
50	tud		
50	les_numéraux_cardinaux		
50	1SG.a		
50	sur.pronom_incorporé		
50	douar		
50	alies		
49	trois		
49	labourat		
49	route		
49	père		
49	unan		
48	tomber		
48	tas		
48	êtes		
48	gallout		
48	fit		
48	prendre		
48	IMP		
47	bois		
47	sous		
47	attrapé		
47	main		
46	avec.eux		
46	zo		
46	P.eux	tag=PRON|Case=Acc|Number=Plur|Person=3|PronType=Pers	
45	mamm		
45	mort		
45	argent		
45	dedans		
45	hent		
45	neuze		
45	avec.lui		
44	allait		
44	sorte		
44	bennak		
44	venait		
44	école		
44	enfant.s		
44	étions		
44	à.eux		
44	goude		
44	patates		
43	bloaz		
43	à_4_		
43	di-		
43	reste		
42	côte		
42	quel.sorte		
42	monsieur		
42	tour		
42	tamm		
42	_1_tra		
42	P		
42	vers		
42	/		
41	rouge		
41	c'hoazh		
41	tirer		
41	ma		
41	eno		
41	parler		
41	holl		
41	pain		
40	deiz		
40	cheval		
40	donné		
40	x		
40	rest.é		
40	la		
40	sommes		
40	y.avait		
40	loin		
40	1PL		
40	les		
40	amzer		
39	selon		
39	donner		
39	vois		
39	dormir		
39	Dieu		
39	sauf		
39	en.pronom_incorporé		
39	français		
39	labour		
39	nourriture		
39	regarder		
39	vez		
39	mor		
38	celui.là		
38	piv		
38	de.retour		
38	chom		
38	droit		
38	feu		
38	moment		
38	2		
38	lever		
38	em		
38	kavout		
38	nouveau		
37	numéraux_cardinaux		
37	cas		
37	pense		
37	cœur		
37	ha		
37	tombé		
37	lieu		
37	ven.-et_(Adj.)		
37	content		
37	autrefois		
37	eman		
37	autour		
37	pu		
37	chose-DEM		
37	pire		
36	peut		
36	P.elle		
36	blanc		
36	ya		
36	parfois		
36	son_2_		
36	klevout		
36	pour.pronom_incorporé		
36	mang.é		
36	diouzh		
36	arriver		
36	commencé		
36	[		
36	peut-être		
36	POP		
36	fera		
36	bourg		
36	vaches		
36	prêt		
36	devait		
35	kouezhañ		
35	dis		
35	aime		
35	langue		
35	semaine		
35	boire		
35	entendre		
35	bihan		
35	fatigué		
35	R..3SG		
35	air		
35	lait		
34	duel		
34	kalz		
34	lakaat		
34	nom		
34	guerre		
34	moyen		
34	kaer		
34	gwelloc'h		
34			
33	peux		
33	attendre		
33	vin		
33	hiziv		
33	Simone		
33	voisin		
33	volé		
32	devant		
32	fini		
32	premier		
32	court		
32	bugel		
32	fut		
32	pour_1_		
32	souvenir		
32	mois		
32	envoyé		
32	2PL		
32	demander		
31	noz		
31	bruit		
31	ez		
31	netra		
31	parents		
31	comprendre		
31	corps		
31	lit		
31	amezeg		
31	pluie		
31	tomb.é		
31	blé		
31	crois		
30	karout		
30	avais		
30	mot		
30	vivre		
30	facile		
30	froid		
30	dor		
30	a-wechoù		
30	paotr		
30	gwechall		
30	ceux-ci		
30	gwaz		
30	près		
29	à.savoir		
29	reiñ		
29	fils		
29	dos		
29	plac'h		
29	'		
29	ouzh		
29	aon		
29	di-,_dis-		
29	font		
29	à-côté		
29	buhez		
29	tu		
29	tomm		
29	kozh		
29	ensemble		
29	monter		
29	R..1SG-avait		
29	certain		
28	deus		
28	de.suite		
28	dû		
28	verre		
28	tad		
28	koll		
28	Bretagne		
28	bez'		
28	difficile		
28	re		
28	champ		
28	savais		
28	tra		
28	parle		
28	er-maez		
28	di--,_dis--		
28	nager		
28	faisaient		
28	de.eux		
28	enfant		
28	R..1SG-a		
28	viande		
28	à.nous		
27	jouer		
27	celle.là		
27	métier		
27	lod		
27	brezel		
27	avec.elle		
27	cher		
27	as		
27	croire		
27	fort		
27	leur_2_		
27	dois		
26	peu		
26	e		
26	bezañ		
26	animal		
26	connu		
26	gwir		
26	serai		
26	café		
26	monde		
26	goulenn		
26	fait.on		
26	paix		
26	haut		
26	ne.R		
26	habits		
26	3PL-avait		
26	parmi		
25	mari		
25	ce.que		
25	comme-ça		
25	sec		
25	ont		
25	très		
25	_1_bro		
25	zéro		
25	skol		
25	biskoazh		
25	brav		
25	plait		
25	eo		
25	penser		
25	+C		
25	de.nous		
25	war-lerc'h		
25	ann.ée		
25	jaune		
25	conduire		
24	place		
24	c'hoari		
24	marché		
24	payer		
24	pourquoi		
24	breur		
24	façon		
24	demain		
24	faisons		
24	vu		
24	skuizh		
24	P.moi		
24	le_1_		
24	pe		
24	exprès		
24	travaille		
24	bemdez		
24	connaît		
23	vache		
23	R.1SG		
23	PL		
23	fenêtre		
23	entre		
23	crème		
23	klañv		
23	esprit		
23	sevel		
23	voiture		
23	arc'hant		
23	mange		
23	hep		
23	droug		
23	degouezhout		
23	pris		
23	saoul		
23	kerzhout		
23	juste		
23	oh		
23	trou		
23	egile		
23	plantera		
23	fête		
23	3SGM.a		
22	jeter		
22	disait		
22	courir		
22	bout		
22	de.lui		
22	Oh!		
22	guère		
22	viens		
22	charger		
22	chanter		
22	autre.chose		
22	irai		
22	force		
22	avel		
22	pezh		
22	irait		
22	rangé		
22	fall		
22	pareil		
22	abalamour		
22	su		
21	monte		
21	na(g)		
21	est.on		
21	allez		
21	neuf		
21	donc!		
21	partout		
21	envoyer		
21	passer		
21	pell		
21	levr		
21	voler		
21	déjà		
21	conter		
21	_5_koad		
21	cuisine		
21	sang		
21	aze		
21	tu.é		
21	gortoz		
21	kêr		
21	bas		
21	tout.de.même		
21	cul		
21	recteur		
21	aura		
21	sur.lui		
21	rak		
21	Anna		
21	pouvoir		
20	marv		
20	arrive		
20	votre_3_		
20	!		
20	nevez		
20	plutôt		
20	vert		
20	gwall-		
20	bale		
20	descend		
20	perdre		
20	Breizh		
20	_		
20	lourd		
20	bouche		
20	âge		
20	adarre		
20	tan		
20	sans.doute		
20	acheter		
20	diwezhat		
20	entend.-et_(Adj.)		
20	queue		
20	herbe		
20	avez		
20	riche		
20	erie		
20	vivant		
20	mensonge		
20	marc'h		
20	pied.s		
20	1SG-a		
20	ce.soir		
20	fill.ette		
19	pourrait		
19	faut		
19	vérité		
19	foudre		
19	oeil		
19	si_+C_		
19	kemer		
19	e-pad		
19	peau		
19	s-DEM		
19	mann		
19	cherch.é		
19	cru		
19	part		
19	caché		
19	fer		
19	vais		
19	gardé		
19	contre		
19	debriñ		
19	profond		
19	avec.vous		
19	jardin		
19	ar		
19	suite		
19	mourir		
19	non		
19	cochon		
19	kar		
18	or		
18	partie		
18	celui-ci		
18	seurt		
18	couleur		
18	poisson.-ed_(PL.)		
18	neige		
18	kalon		
18	perd.-et_(Adj.)		
18	chevaux		
18	pens.é		
18	kousk		
18	ouvrir		
18	rire		
18	parlé		
18	ira		
18	nep		
18	du		
18	dimanche		
18	garder		
18	voila		
18	Amañ		
18	Matriona		
18	Marie		
18	poan		
18	achet.é		
18	matin		
18	avat		
18	kanañ		
18	vit		
18	tiré		
18	Doue		
18	laezh		
18	presque		
18	(alies		
18	souvent)		
18	maître		
18	venez		
18	serveur		
17	suivre		
17	sûr		
17	attention		
17	se_1_		
17	femme.s		
17	ken--		
17	aval		
17	pomme.-où_(PL.)		
17	paour		
17	loen		
17	affaire		
17	diable		
17	église		
17	vélo		
17	nez		
17	bro		
17	bez		
17	tôt		
17	milieu		
17	femme.-ed_(PL.)		
17	d'ici		
17	yaouank		
17	pediñ		
17	demande		
17	DIM		
17	gwellañ		
17	ation		
17	hiver		
17	lu		
17	oiseau		
17	bara		
17	veau		
17	de.moi		
17	gwele		
17	arrivera		
17	3SGF-avait		
17	kregiñ		
17	SG.-où_(PL.)		
17	il		
17	v.-et_(Adj.)		
17	parce.que		
17	manoir		
16	pitié		
16	chemin		
16	tost		
16	à.cause		
16	de.là		
16	coin		
16	morceau.DIM		
16	warc'hoazh		
16	marier		
16	merc'h		
16	ki		
16	perd.u		
16	rare		
16	c'hoant		
16	kas		
16	peut.on		
16	aotrou		
16	ville		
16	aide		
16	là-bas		
16	arbres		
16	gouest		
16	quelle.sorte		
16	komz		
16	écoute		
16	bevañ		
16	bord		
16	santé		
16	o		
16	répondre		
16	gras		
16	3		
16	faim		
16	œuf		
16	aod		
16	monté		
16	battre		
16	Oh		
16	importe		
16	hâte		
15	de.ouzh		
15	cheveux		
15	en-dro		
15	de-retour		
15	ciel		
15	ce_que		
15	feras		
15	lire		
15	pelec'h		
15	nom_nu		
15	ac'hann		
15	ta!		
15	aimer		
15	sot		
15	park		
15	voulait		
15	galleg		
15	dix		
15	amour		
15	marée		
15	nemet		
15	envoie		
15	que.pronom_incorporé		
15	krediñ		
15	troad		
15	garçon		
15	ruz		
15	abaoe		
15	bu		
15	maison-DEM		
15	mintin		
15	a-raok		
15	est-ce		
15	marteze		
15	pinvidik		
15	roue		
15	gwin		
15	vaut		
15	donnerai		
15	humain		
15	saurait		
15	Pa		
15	seraient		
15	beurre		
15	mezv		
15	déjeuner		
15	bientôt		
15	mis		
15	attraper		
15	noix		
15	fond		
15	ferait		
15	journ.ée		
15	mouillé		
15	roi		
15	cause		
15	non.plus		
15	arriv.é		
15	brûler		
15	marchait		
15	cochons		
15	Per		
15	face		
15	large		
15	foin		
14	rivière		
14	soupe		
14	sept		
14	koad		
14	chat		
14	jusque		
14	comme.pronom_incorporé		
14	en.moi		
14	empêcher		
14	plaisir		
14	eta		
14	pourrais		
14	laisse		
14	dira		
14	sain		
14	INT		
14	pleurer		
14	skrivañ		
14	Pierre		
14	heureux		
14	taire		
14	berr		
14	table		
14	penaos		
14	trente		
14	_1_gwech		
14	matin-DEM		
14	miz		
14	choisir		
14	soudard		
14	paille		
14	quand.même		
14	chevelure		
14	peogwir		
14	tapout		
14	lonkañ		
14	jambe		
14	midi		
14	champ.s		
14	crêpes		
14	chèvre		
14	glav		
14	gouvernement		
14	cidre		
14	digant		
14	alors.que		
14	sapré		
14	trou.s		
14	tro		
14	de.elle		
14	brûlé		
14	masse		
14	France		
14	avec.nous		
14	trouve.on		
14	goémon		
14	memes		
14	prix		
14	asambles		
14	trembler		
14	regret		
14	pensée		
13	_1_gwirionez		
13	arabat		
13	soleil		
13	cardinaux		
13	dienn		
13	entier		
13	en.lui		
13	évènement		
13	te		
13	vitesse		
13	Bah!		
13	nombre		
13	lezel		
13	tennañ		
13	En-,_end-,_e-,_er-,_ez-		
13	traoñ		
13	cesser		
13	sel		
13	porter		
13	_1_kozh		
13	histoire		
13	pied.pluriel_interne		
13	triste		
13	le.x		
13	raison		
13	abri		
13	bleu		
13	voix		
13	moitié		
13	cherche		
13	pied		
13	bah		
13	*		
13	trouz		
13	R-a		
13	R.1SG-kaout		
13	maigre		
13	breman		
13	passé		
13	arru		
13	se.trouve		
13	avaler		
13	sœur		
13	visage		
13	pourtant		
13	choses-DEM		
13	e-kichen		
13	laisser		
13	sauvage		
13	trouv.-et_(Adj.)		
13	journ.-vezh		
13	esse		
13	--ée		
13	ir		
13	e-giz		
13	bateau		
13	né		
13	six		
13	bep		
13	voit		
13	trouvait		
13	pouvait		
13	dur		
13	sucre		
13	vendre		
13	iliz		
13	parole		
13	plat		
13	ne.pas		
13	amené		
13	arrête		
13	doc'h		
13	Saint		
13	île		
12	_1_buhez		
12	dessus		
12	beaucoup.DIM		
12	interdit		
12	]		
12	promener		
12	proch.er		
12	maouez		
12	glas		
12	2.a		
12	3.a		
12	liberté		
12	ée-DEM		
12	commencer		
12	Mona		
12	ra		
12	laerañ		
12	allons		
12	clef		
12	hag		
12	brezhoneg		
12	Zut!		
12	seriez		
12	ad--		
12	mûr		
12	inquiet		
12	R.3SGM		
12	finalement		
12	venu		
12	tourner		
12	m.-et_(Adj.)		
12	eurs		
12	foire		
12	aurais		
12	montré		
12	faisions		
12	sur_1_		
12	mille		
12	aurai		
12	gâteau		
12	hir		
12	pebezh		
12	moulte		
12	vint		
12	peoc'h		
12	a-walc'h		
12	pegen		
12	tellement		
12	banne		
12	toull		
12	_1_mamm		
12	bouillie		
12	fier		
12	singe		
12	keit		
12	mervel		
12	gaou		
12	_5_kazh		
12	poids		
12	araok		
12	au.cas.où		
12	fierté		
12	écho		
12	bev		
12	restait		
12	tourné		
12	côté-ci		
12	journal		
12	ton_1_		
12	ceux-là		
12	marié		
12	eme		
12	bepred		
12	bien.que		
12	celle-ci		
12	mettait		
12	botez		
12	saout		
12	chaussette.s		
12	prest		
12	kompren		
12	dites		
12	stank		
12	kontant		
12	clair		
12	ah		
12	fille.DIM		
12	mode		
12	lendemain		
12	bezhin		
12	odeur		
12	soldat		
12	pesk		
12	fas		
12	mestr		
12	couvert		
12	compte		
12	enez		
11	deux.lagad		
11	outil		
11	ant		
11	redek		
11	anez		
11	quelle		
11	planter		
11	meur		
11	semblable		
11	prenez		
11	seront		
11	feront		
11	coeur		
11	alcool		
11	Ah!		
11	endro		
11	diskenn		
11	na		
11	à.le		
11	dija		
11	laver		
11	gouelañ		
11	jupe		
11	aider		
11	einh		
11	faisais		
11	3SGM-avait		
11	le_loen		
11	cassé		
11	dilhad		
11	frappé		
11	quatre		
11	ette		
11	belle		
11	entend		
11	kontañ		
11	is		
11	pour.eux		
11	foenn		
11	sage		
11	détruit		
11	au.lieu		
11	ferme		
11	ramasser		
11	leue		
11	une		
11	aes		
11	1PL-avait		
11	drôle		
11	gourvez		
11	gauche		
11	sécher		
11	tuer		
11	cent		
11	vont		
11	soñjal		
11	conversation		
11	réputation		
11	tremen		
11	crevettes		
11	morceau.petit		
11	vas		
11	oaled		
11	que_4_		
11	lev.é		
11	Paris		
11	_1_bihan		
11	grève		
11	krampouezh		
11	joie		
11	jusqu.à		
11	2.jambe		
11	complètement		
11	parc		
11	mui		
11	trèfle		
11	ventre		
11	voit.on		
11	par_1_		
11	avaient		
11	AUX		
11	devait.on		
11	goemon		
11	servir		
10	endroit		
10	plas		
10	vieille		
10	voyait		
10	idiot		
10	rue		
10	couteau		
10	klask		
10	endormi		
10	sec'h		
10	kuzhat		
10	R..2SG		
10	taol,		
10	pass.é		
10	autant-ça		
10	écouter		
10	marc'had		
10	Quimper		
10	onomatopée		
10	menez		
10	manqué		
10	sac		
10	james		
10	sauter		
10	derrière		
10	deskiñ		
10	ur		
10	moisson		
10	délicieux		
10	A!		
10	pet		
10	meus		
10	liste		
10	famille		
10	ding		
10	-		
10	nouvelles		
10	maison-ci		
10	à.bout		
10	lost		
10	atav		
10	lettre		
10	ouzhpenn		
10	talus		
10	en.elle		
10	awalc'h		
10	peut.IMP		
10	loer		
10	couper		
10	récolter		
10	joué		
10	oublier		
10	celle-là		
10	choaz		
10	tomb.-et_(Adj.)		
10	banc		
10	resté		
10	PRO		
10	aussitôt		
10	train		
10	saute		
10	kein		
10	voleur		
10	aimes		
10	frank		
10	poent		
10	coiffe		
10	est.IMP		
10	fenoz		
10	pensait		
10	importance		
10	patatez		
10	bête.-ed_(PL.)		
10	pot		
10	sizhun		
10	morse		
10	bâton		
10	voisin..e		
10	fleurs		
10	nann		
10	nécessaire		
10	lumière		
10	hiriv		
10	pemoc'h		
10	oiseaux		
10	…		
10	tard.-oc'h		
10	cuire		
10	paradis		
10	souffle		
10	uhel		
10	par-ads		
10	cousin		
10	sañset		
10	Jos		
10	R-avait		
10	coutume		
10	Nord		
10	firent		
10	Ouessant		
10	moisir		
9	stêr		
9	mell		
9	keneud		
9	feu.foudre		
9	son_1_-unan		
9	2SG		
9	haleine		
9	e--giz		
9	postpositions		
9	le_pesk		
9	dav		
9	pensée.s		
9	Ah		
9	chance		
9	frankiz		
9	goañv		
9	Ahlala!		
9	Eh_bien!		
9	et.eta		
9	aveugle		
9	gwenn		
9	rhume		
9	explétif		
9	montagne		
9	violent		
9	laouen		
9	excuse		
9	genou		
9	rest.-et_(Adj.)		
9	moarvat		
9	_5_kezeg		
9	souper		
9	économiser		
9	gagnait		
9	perak		
9	peint		
9	grenouille		
9	bois-DEM		
9	tarzhañ		
9	plaît		
9	treiñ		
9	Brest		
9	demandé		
9	plaisait		
9	léger		
9	spered		
9	diwar		
9	gounit		
9	evañ		
9	hanter		
9	Bezañ		
9	préverbal		
9	fondre		
9	fur		
9	vole		
9	malheur		
9	darvoud		
9	chapeau		
9	porzh		
9	pâte		
9	goût		
9	doigt		
9	mets		
9	choses-là		
9	bâtiment		
9	défaut		
9	chemin-houarn		
9	cruel		
9	front		
9	revr		
9	douleur		
9	sentir		
9	R..3SGM-a		
9	plu		
9	boued		
9	terrible		
9	i		
9	vieil		
9	tout.de.suite		
9	paieañ		
9	frapper		
9	cinq		
9	(ne_1_)		
9	evel-just		
9	deux_1_		
9	R_+C_		
9	prad		
9	sale		
9	connait		
9	aviez		
9	le-un		
9	bétail		
9	aucune		
9	passe		
9	tante		
9	ed		
9	hogen		
9	sachañ		
9	souvent.plus		
9	planté		
9	auras		
9	gros		
9	peuz-		
9	souezhañ		
9	labous		
9	vite.plus		
9	feuilles		
9	des.fois		
9	_1_bourk		
9	buvons		
9	Chine		
9	drap		
9	travaillé		
9	faudrait		
9	passerai		
9	est-lui		
9	écrit		
9	jou.-et_(Adj.)		
9	don		
9	empêche		
9	gwiskañ		
9	de-art		
9	a-ziouzh		
9	aussi.vite		
9	essayer		
9	drapeau		
9	dindan		
9	trist		
9	choux		
9	cendre		
9	_5_kraoñ		
9	ordinateur		
9	censé		
8	foeltr		
8	kenkoulz		
8	refuser		
8	dirak		
8	spont		
8	manière		
8	bague		
8	_5_ki		
8	si.loin		
8	P.vous		
8	restez		
8	aimait		
8	_5_korn		
8	matière		
8	Nom.de.D…!		
8	fermer		
8	cardinal		
8	taol		
8	wh		
8	séché		
8	postpos.		
8	appris		
8	cloche		
8	buan		
8	sa		
8	chiens		
8	garde		
8	leun		
8	couler		
8	anv		
8	2.œil		
8	dougen		
8	echu		
8	selaou		
8	œil		
8	idée		
8	animau.-ed_(PL.)		
8	terriñ		
8	soif		
8	sant		
8	pension		
8	loar		
8	ouvert		
8	nikun		
8	explos.-et_(Adj.)		
8	secoué		
8	tout-à-fait		
8	trop_1_		
8	dreist		
8	able		
8	évident		
8	kig		
8	darn		
8	mobilier		
8	eñvor		
8	devoir		
8	jeté		
8	honte		
8	alla		
8	sens		
8	geot		
8	X		
8	e-kreiz		
8	nebeut		
8	fumée		
8	ferons		
8	en.plus		
8	pourrai		
8	port		
8	resterais		
8	pourvu		
8	memestra		
8	patte		
8	le_nom_propre		
8	échelle		
8	nul.lieu		
8	gavr		
8	gringalet		
8	resteras		
8	voyons		
8	intensifieur		
8	avalé		
8	aumône		
8	ement		
8	abondant		
8	moi-écho		
8	lécher		
8	morceaux		
8	mordre		
8	oreille		
8	gar		
8	meilleur		
8	e-lec'h		
8	calme		
8	samedi		
8	attaché		
8	dorn		
8	rannañ		
8	brizh-		
8	cuillère		
8	paroisse		
8	entendit		
8	dimeziñ		
8	dis--		
8	commence		
8	chambre		
8	même.si		
8	bête		
8	au.delà		
8	Na(g)		
8	en-lieu		
8	d.û		
8	seul		
8	pierre		
8	allaient		
8	pass.-et_(Adj.)		
8	mesure		
8	N.-où_(PL.)		
8	deviñ		
8	malheureusement		
8	escargots		
8	war-dro		
8	paître		
8	auxiliaire		
8	porté		
8	chanterait		
8	homme.-ed_(PL.)		
8	le.ée.s		
8	C.ha(g)		
8	four		
8	_1_kaer		
8	vide		
8	8H		
8	épargner		
8	gwerzhañ		
8	n'		
8	gleb		
8	compris		
8	bâton--balai.s		
8	accuser		
8	ami		
8	Dorothée		
8	à-mesure		
8	aimerais		
8	planche		
8	lande		
8	chagrin		
8	notre_5_		
8	choisirez		
8	keuz		
8	barrière		
8	durant		
8	.plus		
8	effroi		
8	grand.superlatif		
8	ptc		
8	proposer		
8	kafe		
8	mai		
8	bannière		
8	kof		
8	dehou		
8	réparer		
8	tailleur		
8	koulskoude		
8	état		
8	dette		
8	P.nous		
8	petit..superlatif		
8	merd.er		
8	algues		
8	gagner		
8	savaient		
8	banc.-eier		
8	(exprès)		
8	rêvé		
8	trace-vent		
8	Alain		
8	le_boulij		
8	volet.-i_(PL.)		
7	mensonge.s		
7	merci		
7	mab		
7	donn.é		
7	lenn_(V.)		
7	raktal		
7	_1_paour		
7	rebord		
7	seulement.moi		
7	toit		
7	arriva		
7	exil.é		
7	ken-		
7	mille_1_		
7	dormi		
7	au-milieu		
7	blague		
7	Eh!		
7	cacher		
7	ac'hanta		
7	Allez!		
7	rang		
7	escalier		
7	facile.plus		
7	lec'h		
7	diwall		
7	ken,		
7	ker,		
7	kel		
7	écrire		
7	2.oeil		
7	collait		
7	proch.-aat		
7	soudain		
7	quasi		
7	sac.s		
7	regard		
7	_5_karr		
7	soufflait		
7	goutte		
7	au.moins		
7	dure		
7	époux		
7	miel		
7	hervez		
7	tard		
7	lune		
7	serpent		
7	tonton		
7	ankounac'haat		
7	doute		
7	laissez		
7	arbres.-enn		
7	del		
7	kaoc'h		
7	cuir		
7	kazeg		
7	jument		
7	invit.-et_(Adj.)		
7	degas		
7	-ci		
7	souris.SG		
7	gwech		
7	taoler		
7	poule		
7	laid		
7	serez		
7	connais		
7	surtout		
7	Naig		
7	soldat.-ed_(PL.)		
7	yar		
7	puits		
7	allais		
7	brûle		
7	plié		
7	gwashañ		
7	start		
7	cherché		
7	souvent.-oc'h		
7	buoc'h		
7	le_labourat		
7	travaill.-er_(A.)		
7	en.entier		
7	eost		
7	méchant		
7	horloge		
7	Yew!		
7	NEG		
7	dépensé		
7	homme-DEM		
7	de.crainte		
7	le_ti		
7	dommage		
7	cuit		
7	poussé		
7	a-bep-eil		
7	collé		
7	mang.-et_(Adj.)		
7	1SG.kaout		
7	jeu		
7	R..2SG-a		
7	surgit		
7	truite		
7	auto		
7	just		
7	reçu		
7	rankout		
7	vieil.l.-aat		
7	évanouir		
7	melen		
7	diouzhtu		
7	quand_+C_		
7	jadis		
7	3PL-a		
7	pauvre-cher		
7	appelé		
7	etre		
7	nu		
7	va.on		
7	Job		
7	grand.plus		
7	blev		
7	tablier		
7	barr		
7	sur.eux		
7	donnerait		
7	choses-ci		
7	y.aura		
7	R.3SG		
7	oferenn		
7	près.plus		
7	pfx.lonkañ		
7	pegement		
7	beugler		
7	roll		
7	chatal		
7	moc'h		
7	sonner		
7	louer		
7	mettra		
7	lagad		
7	dit.pronom_incorporé		
7	nijal		
7	pegoulz		
7	levait		
7	le_merc'h		
7	manquera		
7	arrêt		
7	amour.DIM		
7	joli.DIM		
